 # Egap(eV), k1, k2, k3, Auger_coef(cm6s-1), eta (eV) =   0.10000000000000001     
 1.0501874000    2    6    1   0.50278863E-033
 1.0501874000    3    1    1   0.19497354E-032
 1.0501874000    3    2    1   0.34247094E-032
 1.0501874000    3    3    1   0.12253567E-031
 1.0501874000    3    4    1   0.16117265E-032
 1.0501874000    3    5    1   0.23665246E-032
 1.0501874000    3    6    1   0.26745655E-035
 1.0501874000    4    1    1   0.35824210E-035
 1.0501874000    4    2    1   0.26165082E-032
 1.0501874000    4    3    1   0.16117266E-032
 1.0501874000    4    4    1   0.36903870E-032
 1.0501874000    4    5    1   0.14462578E-032
 1.0501874000    4    6    1   0.24636368E-032
 1.0501874000    5    1    1   0.21655548E-032
 1.0501874000    5    2    1   0.20137343E-035
 1.0501874000    5    3    1   0.23665246E-032
 1.0501874000    5    4    1   0.14462578E-032
 1.0501874000    5    5    1   0.10809678E-031
 1.0501874000    5    6    1   0.34493197E-032
 1.0501874000    6    1    1   0.12929866E-032
 1.0501874000    6    2    1   0.50278864E-033
 1.0501874000    6    3    1   0.26745655E-035
 1.0501874000    6    4    1   0.24636368E-032
 1.0501874000    6    5    1   0.34493197E-032
 1.0501874000    6    6    1   0.59073768E-032
 1.0601874000    1    1    1   0.46913348E-032
 1.0601874000    1    2    1   0.11949055E-032
 1.0601874000    1    3    1   0.19009515E-032
 1.0601874000    1    4    1   0.39447834E-035
 1.0601874000    1    5    1   0.21191028E-032
 1.0601874000    1    6    1   0.12406931E-032
 1.0601874000    2    1    1   0.11949073E-032
 1.0601874000    2    2    1   0.74773641E-032
 1.0601874000    2    3    1   0.33829833E-032
 1.0601874000    2    4    1   0.25379183E-032
 1.0601874000    2    5    1   0.22082355E-035
 1.0601874000    2    6    1   0.48049305E-033
 1.0601874000    3    1    1   0.19009435E-032
 1.0601874000    3    2    1   0.33829618E-032
 1.0601874000    3    3    1   0.12207081E-031
 1.0601874000    3    4    1   0.15574394E-032
 1.0601874000    3    5    1   0.22412625E-032
 1.0601874000    3    6    1   0.29345145E-035
 1.0601874000    4    1    1   0.39447834E-035
 1.0601874000    4    2    1   0.25379183E-032
 1.0601874000    4    3    1   0.15574395E-032
 1.0601874000    4    4    1   0.38039129E-032
 1.0601874000    4    5    1   0.13996214E-032
 1.0601874000    4    6    1   0.23910610E-032
 1.0601874000    5    1    1   0.21191028E-032
 1.0601874000    5    2    1   0.22082355E-035
 1.0601874000    5    3    1   0.22412624E-032
 1.0601874000    5    4    1   0.13996214E-032
 1.0601874000    5    5    1   0.10818977E-031
 1.0601874000    5    6    1   0.34040133E-032
 1.0601874000    6    1    1   0.12406931E-032
 1.0601874000    6    2    1   0.48049306E-033
 1.0601874000    6    3    1   0.29345145E-035
 1.0601874000    6    4    1   0.23910610E-032
 1.0601874000    6    5    1   0.34040133E-032
 1.0601874000    6    6    1   0.60122917E-032
 1.0701874000    1    1    1   0.46275690E-032
 1.0701874000    1    2    1   0.11388057E-032
 1.0701874000    1    3    1   0.18532647E-032
 1.0701874000    1    4    1   0.43396937E-035
 1.0701874000    1    5    1   0.20732865E-032
 1.0701874000    1    6    1   0.11906085E-032
 1.0701874000    2    1    1   0.11388069E-032
 1.0701874000    2    2    1   0.75698398E-032
 1.0701874000    2    3    1   0.33401006E-032
 1.0701874000    2    4    1   0.24584210E-032
 1.0701874000    2    5    1   0.24242722E-035
 1.0701874000    2    6    1   0.45949370E-033
 1.0701874000    3    1    1   0.18532560E-032
 1.0701874000    3    2    1   0.33400843E-032
 1.0701874000    3    3    1   0.12147503E-031
 1.0701874000    3    4    1   0.15061326E-032
 1.0701874000    3    5    1   0.21214125E-032
 1.0701874000    3    6    1   0.32225964E-035
 1.0701874000    4    1    1   0.43396937E-035
 1.0701874000    4    2    1   0.24584210E-032
 1.0701874000    4    3    1   0.15061326E-032
 1.0701874000    4    4    1   0.39180575E-032
 1.0701874000    4    5    1   0.13552096E-032
 1.0701874000    4    6    1   0.23184191E-032
 1.0701874000    5    1    1   0.20732865E-032
 1.0701874000    5    2    1   0.24242722E-035
 1.0701874000    5    3    1   0.21214125E-032
 1.0701874000    5    4    1   0.13552096E-032
 1.0701874000    5    5    1   0.10818794E-031
 1.0701874000    5    6    1   0.33577112E-032
 1.0701874000    6    1    1   0.11906085E-032
 1.0701874000    6    2    1   0.45949370E-033
 1.0701874000    6    3    1   0.32225964E-035
 1.0701874000    6    4    1   0.23184191E-032
 1.0701874000    6    5    1   0.33577112E-032
 1.0701874000    6    6    1   0.61165924E-032
 1.0801874000    1    1    1   0.45620733E-032
 1.0801874000    1    2    1   0.10850921E-032
 1.0801874000    1    3    1   0.18065796E-032
 1.0801874000    1    4    1   0.47685325E-035
 1.0801874000    1    5    1   0.20279660E-032
 1.0801874000    1    6    1   0.11429020E-032
 1.0801874000    2    1    1   0.10850929E-032
 1.0801874000    2    2    1   0.76620918E-032
 1.0801874000    2    3    1   0.32956818E-032
 1.0801874000    2    4    1   0.23790882E-032
 1.0801874000    2    5    1   0.26632337E-035
 1.0801874000    2    6    1   0.43945195E-033
 1.0801874000    3    1    1   0.18065705E-032
 1.0801874000    3    2    1   0.32956700E-032
 1.0801874000    3    3    1   0.12077058E-031
 1.0801874000    3    4    1   0.14576134E-032
 1.0801874000    3    5    1   0.20068870E-032
 1.0801874000    3    6    1   0.35400815E-035
 1.0801874000    4    1    1   0.47685325E-035
 1.0801874000    4    2    1   0.23790882E-032
 1.0801874000    4    3    1   0.14576134E-032
 1.0801874000    4    4    1   0.40326885E-032
 1.0801874000    4    5    1   0.13127296E-032
 1.0801874000    4    6    1   0.22463423E-032
 1.0801874000    5    1    1   0.20279660E-032
 1.0801874000    5    2    1   0.26632337E-035
 1.0801874000    5    3    1   0.20068870E-032
 1.0801874000    5    4    1   0.13127296E-032
 1.0801874000    5    5    1   0.10810639E-031
 1.0801874000    5    6    1   0.33103318E-032
 1.0801874000    6    1    1   0.11429020E-032
 1.0801874000    6    2    1   0.43945194E-033
 1.0801874000    6    3    1   0.35400815E-035
 1.0801874000    6    4    1   0.22463423E-032
 1.0801874000    6    5    1   0.33103318E-032
 1.0801874000    6    6    1   0.62205475E-032
 1.0901874000    1    1    1   0.44950290E-032
 1.0901874000    1    2    1   0.10338102E-032
 1.0901874000    1    3    1   0.17608051E-032
 1.0901874000    1    4    1   0.52325987E-035
 1.0901874000    1    5    1   0.19830286E-032
 1.0901874000    1    6    1   0.10977036E-032
 1.0901874000    2    1    1   0.10338107E-032
 1.0901874000    2    2    1   0.77543630E-032
 1.0901874000    2    3    1   0.32494173E-032
 1.0901874000    2    4    1   0.23010220E-032
 1.0901874000    2    5    1   0.29260050E-035
 1.0901874000    2    6    1   0.42007810E-033
 1.0901874000    3    1    1   0.17607959E-032
 1.0901874000    3    2    1   0.32494091E-032
 1.0901874000    3    3    1   0.11998009E-031
 1.0901874000    3    4    1   0.14116477E-032
 1.0901874000    3    5    1   0.18975791E-032
 1.0901874000    3    6    1   0.38875352E-035
 1.0901874000    4    1    1   0.52325987E-035
 1.0901874000    4    2    1   0.23010219E-032
 1.0901874000    4    3    1   0.14116477E-032
 1.0901874000    4    4    1   0.41476247E-032
 1.0901874000    4    5    1   0.12718922E-032
 1.0901874000    4    6    1   0.21754820E-032
 1.0901874000    5    1    1   0.19830286E-032
 1.0901874000    5    2    1   0.29260050E-035
 1.0901874000    5    3    1   0.18975790E-032
 1.0901874000    5    4    1   0.12718922E-032
 1.0901874000    5    5    1   0.10795791E-031
 1.0901874000    5    6    1   0.32618643E-032
 1.0901874000    6    1    1   0.10977036E-032
 1.0901874000    6    2    1   0.42007808E-033
 1.0901874000    6    3    1   0.38875352E-035
 1.0901874000    6    4    1   0.21754820E-032
 1.0901874000    6    5    1   0.32618643E-032
 1.0901874000    6    6    1   0.63241255E-032
 1.1001874000    1    1    1   0.44264387E-032
 1.1001874000    1    2    1   0.98500221E-033
 1.1001874000    1    3    1   0.17158641E-032
 1.1001874000    1    4    1   0.57332127E-035
 1.1001874000    1    5    1   0.19383932E-032
 1.1001874000    1    6    1   0.10550980E-032
 1.1001874000    2    1    1   0.98500247E-033
 1.1001874000    2    2    1   0.78461676E-032
 1.1001874000    2    3    1   0.32011149E-032
 1.1001874000    2    4    1   0.22253055E-032
 1.1001874000    2    5    1   0.32129339E-035
 1.1001874000    2    6    1   0.40113671E-033
 1.1001874000    3    1    1   0.17158550E-032
 1.1001874000    3    2    1   0.32011095E-032
 1.1001874000    3    3    1   0.11912317E-031
 1.1001874000    3    4    1   0.13679701E-032
 1.1001874000    3    5    1   0.17933643E-032
 1.1001874000    3    6    1   0.42648179E-035
 1.1001874000    4    1    1   0.57332127E-035
 1.1001874000    4    2    1   0.22253055E-032
 1.1001874000    4    3    1   0.13679701E-032
 1.1001874000    4    4    1   0.42626373E-032
 1.1001874000    4    5    1   0.12324222E-032
 1.1001874000    4    6    1   0.21064802E-032
 1.1001874000    5    1    1   0.19383932E-032
 1.1001874000    5    2    1   0.32129339E-035
 1.1001874000    5    3    1   0.17933643E-032
 1.1001874000    5    4    1   0.12324222E-032
 1.1001874000    5    5    1   0.10775078E-031
 1.1001874000    5    6    1   0.32123777E-032
 1.1001874000    6    1    1   0.10550980E-032
 1.1001874000    6    2    1   0.40113669E-033
 1.1001874000    6    3    1   0.42648179E-035
 1.1001874000    6    4    1   0.21064802E-032
 1.1001874000    6    5    1   0.32123777E-032
 1.1001874000    6    6    1   0.64269654E-032
 1.1101874000    1    1    1   0.43561685E-032
 1.1101874000    1    2    1   0.93870233E-033
 1.1101874000    1    3    1   0.16716944E-032
 1.1101874000    1    4    1   0.62718534E-035
 1.1101874000    1    5    1   0.18940130E-032
 1.1101874000    1    6    1   0.10151210E-032
 1.1101874000    2    1    1   0.93870244E-033
 1.1101874000    2    2    1   0.79363337E-032
 1.1101874000    2    3    1   0.31507150E-032
 1.1101874000    2    4    1   0.21529570E-032
 1.1101874000    2    5    1   0.35238668E-035
 1.1101874000    2    6    1   0.38244952E-033
 1.1101874000    3    1    1   0.16716858E-032
 1.1101874000    3    2    1   0.31507118E-032
 1.1101874000    3    3    1   0.11821361E-031
 1.1101874000    3    4    1   0.13262960E-032
 1.1101874000    3    5    1   0.16941033E-032
 1.1101874000    3    6    1   0.46711806E-035
 1.1101874000    4    1    1   0.62718534E-035
 1.1101874000    4    2    1   0.21529570E-032
 1.1101874000    4    3    1   0.13262960E-032
 1.1101874000    4    4    1   0.43774588E-032
 1.1101874000    4    5    1   0.11940686E-032
 1.1101874000    4    6    1   0.20399420E-032
 1.1101874000    5    1    1   0.18940130E-032
 1.1101874000    5    2    1   0.35238668E-035
 1.1101874000    5    3    1   0.16941033E-032
 1.1101874000    5    4    1   0.11940686E-032
 1.1101874000    5    5    1   0.10748742E-031
 1.1101874000    5    6    1   0.31620273E-032
 1.1101874000    6    1    1   0.10151210E-032
 1.1101874000    6    2    1   0.38244950E-033
 1.1101874000    6    3    1   0.46711806E-035
 1.1101874000    6    4    1   0.20399420E-032
 1.1101874000    6    5    1   0.31620273E-032
 1.1101874000    6    6    1   0.65284016E-032
 1.1201874000    1    1    1   0.42840103E-032
 1.1201874000    1    2    1   0.89493201E-033
 1.1201874000    1    3    1   0.16282502E-032
 1.1201874000    1    4    1   0.68503206E-035
 1.1201874000    1    5    1   0.18498764E-032
 1.1201874000    1    6    1   0.97775926E-033
 1.1201874000    2    1    1   0.89493201E-033
 1.1201874000    2    2    1   0.80231573E-032
 1.1201874000    2    3    1   0.30982997E-032
 1.1201874000    2    4    1   0.20848868E-032
 1.1201874000    2    5    1   0.38582623E-035
 1.1201874000    2    6    1   0.36389578E-033
 1.1201874000    3    1    1   0.16282425E-032
 1.1201874000    3    2    1   0.30982982E-032
 1.1201874000    3    3    1   0.11725755E-031
 1.1201874000    3    4    1   0.12863340E-032
 1.1201874000    3    5    1   0.15996439E-032
 1.1201874000    3    6    1   0.51054630E-035
 1.1201874000    4    1    1   0.68503206E-035
 1.1201874000    4    2    1   0.20848868E-032
 1.1201874000    4    3    1   0.12863340E-032
 1.1201874000    4    4    1   0.44917971E-032
 1.1201874000    4    5    1   0.11566130E-032
 1.1201874000    4    6    1   0.19764124E-032
 1.1201874000    5    1    1   0.18498764E-032
 1.1201874000    5    2    1   0.38582623E-035
 1.1201874000    5    3    1   0.15996439E-032
 1.1201874000    5    4    1   0.11566130E-032
 1.1201874000    5    5    1   0.10716415E-031
 1.1201874000    5    6    1   0.31110572E-032
 1.1201874000    6    1    1   0.97775926E-033
 1.1201874000    6    2    1   0.36389575E-033
 1.1201874000    6    3    1   0.51054630E-035
 1.1201874000    6    4    1   0.19764124E-032
 1.1201874000    6    5    1   0.31110572E-032
 1.1201874000    6    6    1   0.66275390E-032
 1.1301874000    1    1    1   0.42097529E-032
 1.1301874000    1    2    1   0.85369570E-033
 1.1301874000    1    3    1   0.15855016E-032
 1.1301874000    1    4    1   0.74709081E-035
 1.1301874000    1    5    1   0.18060065E-032
 1.1301874000    1    6    1   0.94295053E-033
 1.1301874000    2    1    1   0.85369564E-033
 1.1301874000    2    2    1   0.81046453E-032
 1.1301874000    2    3    1   0.30440958E-032
 1.1301874000    2    4    1   0.20218600E-032
 1.1301874000    2    5    1   0.42153820E-035
 1.1301874000    2    6    1   0.34541035E-033
 1.1301874000    3    1    1   0.15854950E-032
 1.1301874000    3    2    1   0.30440955E-032
 1.1301874000    3    3    1   0.11625305E-031
 1.1301874000    3    4    1   0.12477982E-032
 1.1301874000    3    5    1   0.15098240E-032
 1.1301874000    3    6    1   0.55663885E-035
 1.1301874000    4    1    1   0.74709081E-035
 1.1301874000    4    2    1   0.20218600E-032
 1.1301874000    4    3    1   0.12477982E-032
 1.1301874000    4    4    1   0.46053543E-032
 1.1301874000    4    5    1   0.11198755E-032
 1.1301874000    4    6    1   0.19163547E-032
 1.1301874000    5    1    1   0.18060065E-032
 1.1301874000    5    2    1   0.42153820E-035
 1.1301874000    5    3    1   0.15098240E-032
 1.1301874000    5    4    1   0.11198755E-032
 1.1301874000    5    5    1   0.10677206E-031
 1.1301874000    5    6    1   0.30597978E-032
 1.1301874000    6    1    1   0.94295053E-033
 1.1301874000    6    2    1   0.34541032E-033
 1.1301874000    6    3    1   0.55663885E-035
 1.1301874000    6    4    1   0.19163547E-032
 1.1301874000    6    5    1   0.30597978E-032
 1.1301874000    6    6    1   0.67233714E-032
 1.1401874000    1    1    1   0.41332478E-032
 1.1401874000    1    2    1   0.81497671E-033
 1.1401874000    1    3    1   0.15434337E-032
 1.1401874000    1    4    1   0.81365698E-035
 1.1401874000    1    5    1   0.17624585E-032
 1.1401874000    1    6    1   0.91058626E-033
 1.1401874000    2    1    1   0.81497662E-033
 1.1401874000    2    2    1   0.81788121E-032
 1.1401874000    2    3    1   0.29884687E-032
 1.1401874000    2    4    1   0.19644640E-032
 1.1401874000    2    5    1   0.45945462E-035
 1.1401874000    2    6    1   0.32697968E-033
 1.1401874000    3    1    1   0.15434287E-032
 1.1401874000    3    2    1   0.29884691E-032
 1.1401874000    3    3    1   0.11519104E-031
 1.1401874000    3    4    1   0.12104198E-032
 1.1401874000    3    5    1   0.14244743E-032
 1.1401874000    3    6    1   0.60529377E-035
 1.1401874000    4    1    1   0.81365698E-035
 1.1401874000    4    2    1   0.19644640E-032
 1.1401874000    4    3    1   0.12104198E-032
 1.1401874000    4    4    1   0.47178481E-032
 1.1401874000    4    5    1   0.10837189E-032
 1.1401874000    4    6    1   0.18601332E-032
 1.1401874000    5    1    1   0.17624585E-032
 1.1401874000    5    2    1   0.45945462E-035
 1.1401874000    5    3    1   0.14244743E-032
 1.1401874000    5    4    1   0.10837189E-032
 1.1401874000    5    5    1   0.10629892E-031
 1.1401874000    5    6    1   0.30086580E-032
 1.1401874000    6    1    1   0.91058626E-033
 1.1401874000    6    2    1   0.32697966E-033
 1.1401874000    6    3    1   0.60529377E-035
 1.1401874000    6    4    1   0.18601332E-032
 1.1401874000    6    5    1   0.30086580E-032
 1.1401874000    6    6    1   0.68149247E-032
 1.1501874000    1    1    1   0.40544605E-032
 1.1501874000    1    2    1   0.77873345E-033
 1.1501874000    1    3    1   0.15020456E-032
 1.1501874000    1    4    1   0.88510602E-035
 1.1501874000    1    5    1   0.17193156E-032
 1.1501874000    1    6    1   0.88051468E-033
 1.1501874000    2    1    1   0.77873336E-033
 1.1501874000    2    2    1   0.82439831E-032
 1.1501874000    2    3    1   0.29319100E-032
 1.1501874000    2    4    1   0.19130829E-032
 1.1501874000    2    5    1   0.49954375E-035
 1.1501874000    2    6    1   0.30863604E-033
 1.1501874000    3    1    1   0.15020424E-032
 1.1501874000    3    2    1   0.29319108E-032
 1.1501874000    3    3    1   0.11405747E-031
 1.1501874000    3    4    1   0.11739572E-032
 1.1501874000    3    5    1   0.13434211E-032
 1.1501874000    3    6    1   0.65647701E-035
 1.1501874000    4    1    1   0.88510602E-035
 1.1501874000    4    2    1   0.19130829E-032
 1.1501874000    4    3    1   0.11739572E-032
 1.1501874000    4    4    1   0.48290313E-032
 1.1501874000    4    5    1   0.10480508E-032
 1.1501874000    4    6    1   0.18079973E-032
 1.1501874000    5    1    1   0.17193156E-032
 1.1501874000    5    2    1   0.49954375E-035
 1.1501874000    5    3    1   0.13434211E-032
 1.1501874000    5    4    1   0.10480508E-032
 1.1501874000    5    5    1   0.10573171E-031
 1.1501874000    5    6    1   0.29581113E-032
 1.1501874000    6    1    1   0.88051468E-033
 1.1501874000    6    2    1   0.30863601E-033
 1.1501874000    6    3    1   0.65647701E-035
 1.1501874000    6    4    1   0.18079973E-032
 1.1501874000    6    5    1   0.29581113E-032
 1.1501874000    6    6    1   0.69014048E-032
 1.1601874000    1    1    1   0.39734974E-032
 1.1601874000    1    2    1   0.74489628E-033
 1.1601874000    1    3    1   0.14613484E-032
 1.1601874000    1    4    1   0.96190287E-035
 1.1601874000    1    5    1   0.16766829E-032
 1.1601874000    1    6    1   0.85254494E-033
 1.1601874000    2    1    1   0.74489620E-033
 1.1601874000    2    2    1   0.82990576E-032
 1.1601874000    2    3    1   0.28750165E-032
 1.1601874000    2    4    1   0.18678779E-032
 1.1601874000    2    5    1   0.54184201E-035
 1.1601874000    2    6    1   0.29045022E-033
 1.1601874000    3    1    1   0.14613472E-032
 1.1601874000    3    2    1   0.28750175E-032
 1.1601874000    3    3    1   0.11283639E-031
 1.1601874000    3    4    1   0.11382045E-032
 1.1601874000    3    5    1   0.12664887E-032
 1.1601874000    3    6    1   0.71026535E-035
 1.1601874000    4    1    1   0.96190287E-035
 1.1601874000    4    2    1   0.18678779E-032
 1.1601874000    4    3    1   0.11382045E-032
 1.1601874000    4    4    1   0.49387088E-032
 1.1601874000    4    5    1   0.10128223E-032
 1.1601874000    4    6    1   0.17600692E-032
 1.1601874000    5    1    1   0.16766829E-032
 1.1601874000    5    2    1   0.54184201E-035
 1.1601874000    5    3    1   0.12664887E-032
 1.1601874000    5    4    1   0.10128223E-032
 1.1601874000    5    5    1   0.10505941E-031
