  0.00000000E+00 -0.69840749E+01
  0.13151343E-01 -0.69835152E+01
  0.26302687E-01 -0.69818366E+01
  0.39454030E-01 -0.69790408E+01
  0.52605373E-01 -0.69751300E+01
  0.65756716E-01 -0.69701078E+01
  0.78908060E-01 -0.69639783E+01
  0.92059403E-01 -0.69567464E+01
  0.10521075E+00 -0.69484177E+01
  0.11836209E+00 -0.69389980E+01
  0.13151343E+00 -0.69284936E+01
  0.14466478E+00 -0.69169109E+01
  0.15781612E+00 -0.69042563E+01
  0.17096746E+00 -0.68905362E+01
  0.18411881E+00 -0.68757565E+01
  0.19727015E+00 -0.68599230E+01
  0.21042149E+00 -0.68430407E+01
  0.22357284E+00 -0.68251142E+01
  0.23672418E+00 -0.68061469E+01
  0.24987552E+00 -0.67861418E+01
  0.26302687E+00 -0.67651006E+01
  0.27617821E+00 -0.67430242E+01
  0.28932955E+00 -0.67199121E+01
  0.30248090E+00 -0.66957631E+01
  0.31563224E+00 -0.66705746E+01
  0.32878358E+00 -0.66443433E+01
  0.34193493E+00 -0.66170649E+01
  0.35508627E+00 -0.65887345E+01
  0.36823761E+00 -0.65593466E+01
  0.38138895E+00 -0.65288958E+01
  0.39454030E+00 -0.64973766E+01
  0.40769164E+00 -0.64647840E+01
  0.42084298E+00 -0.64311142E+01
  0.43399433E+00 -0.63963643E+01
  0.44714567E+00 -0.63605331E+01
  0.46029701E+00 -0.63236216E+01
  0.47344836E+00 -0.62856328E+01
  0.48659970E+00 -0.62465724E+01
  0.49975104E+00 -0.62064487E+01
  0.51290239E+00 -0.61652727E+01
  0.52605373E+00 -0.61230581E+01
  0.53920507E+00 -0.60798210E+01
  0.55235642E+00 -0.60355798E+01
  0.56550776E+00 -0.59903543E+01
  0.57865910E+00 -0.59441661E+01
  0.59181045E+00 -0.58970369E+01
  0.60496179E+00 -0.58489888E+01
  0.61811313E+00 -0.58000431E+01
  0.63126448E+00 -0.57502199E+01
  0.64441582E+00 -0.56995373E+01
  0.65756716E+00 -0.56480113E+01
  0.67071851E+00 -0.55956549E+01
  0.68386985E+00 -0.55424783E+01
  0.69702119E+00 -0.54884885E+01
  0.71017254E+00 -0.54336899E+01
  0.72332388E+00 -0.53780840E+01
  0.73647522E+00 -0.53216705E+01
  0.74962657E+00 -0.52644474E+01
  0.76277791E+00 -0.52064124E+01
  0.77592925E+00 -0.51475634E+01
  0.78908060E+00 -0.50878997E+01
  0.80223194E+00 -0.50274230E+01
  0.81538328E+00 -0.49661386E+01
  0.82853463E+00 -0.49040561E+01
  0.84168597E+00 -0.48411905E+01
  0.85483731E+00 -0.47775630E+01
  0.86798866E+00 -0.47132013E+01
  0.88114000E+00 -0.46481408E+01
  0.89429134E+00 -0.45824239E+01
  0.90744269E+00 -0.45161009E+01
  0.92059403E+00 -0.44492296E+01
  0.93374537E+00 -0.43818755E+01
  0.94689672E+00 -0.43141109E+01
  0.96004806E+00 -0.42460154E+01
  0.97319940E+00 -0.41776754E+01
  0.98635075E+00 -0.41091838E+01
  0.99950209E+00 -0.40406401E+01
  0.10126534E+01 -0.39721508E+01
  0.10258048E+01 -0.39038297E+01
  0.10389561E+01 -0.38357985E+01
  0.10521075E+01 -0.37681882E+01
  0.10652588E+01 -0.37011405E+01
  0.10784101E+01 -0.36348094E+01
  0.10915615E+01 -0.35693637E+01
  0.11047128E+01 -0.35049897E+01
  0.11178642E+01 -0.34418934E+01
  0.11310155E+01 -0.33803044E+01
  0.11441669E+01 -0.33204781E+01
  0.11573182E+01 -0.32626993E+01
  0.11704696E+01 -0.32072837E+01
  0.11836209E+01 -0.31545794E+01
  0.11967722E+01 -0.31049669E+01
  0.12099236E+01 -0.30588561E+01
  0.12230749E+01 -0.30166810E+01
  0.12362263E+01 -0.29788908E+01
  0.12493776E+01 -0.29459371E+01
  0.12625290E+01 -0.29182562E+01
  0.12756803E+01 -0.28962497E+01
  0.12888316E+01 -0.28802616E+01
  0.13019830E+01 -0.28705569E+01
  0.13151343E+01 -0.28673029E+01
  0.13282857E+01 -0.28671699E+01
  0.13414370E+01 -0.28667705E+01
  0.13545884E+01 -0.28661041E+01
  0.13677397E+01 -0.28651692E+01
  0.13808910E+01 -0.28639645E+01
  0.13940424E+01 -0.28624883E+01
  0.14071937E+01 -0.28607389E+01
  0.14203451E+01 -0.28587152E+01
  0.14334964E+01 -0.28564166E+01
  0.14466478E+01 -0.28538432E+01
  0.14597991E+01 -0.28509966E+01
  0.14729504E+01 -0.28478794E+01
  0.14861018E+01 -0.28444963E+01
  0.14992531E+01 -0.28408535E+01
  0.15124045E+01 -0.28369595E+01
  0.15255558E+01 -0.28328247E+01
  0.15387072E+01 -0.28284619E+01
  0.15518585E+01 -0.28238862E+01
  0.15650098E+01 -0.28191148E+01
  0.15781612E+01 -0.28141671E+01
  0.15913125E+01 -0.28090643E+01
  0.16044639E+01 -0.28038298E+01
  0.16176152E+01 -0.27984883E+01
  0.16307666E+01 -0.27930659E+01
  0.16439179E+01 -0.27875898E+01
  0.16570693E+01 -0.27820881E+01
  0.16702206E+01 -0.27765891E+01
  0.16833719E+01 -0.27711212E+01
  0.16965233E+01 -0.27657129E+01
  0.17096746E+01 -0.27603919E+01
  0.17228260E+01 -0.27551852E+01
  0.17359773E+01 -0.27501186E+01
  0.17491287E+01 -0.27452167E+01
  0.17622800E+01 -0.27405024E+01
  0.17754313E+01 -0.27359970E+01
  0.17885827E+01 -0.27317197E+01
  0.18017340E+01 -0.27276878E+01
  0.18148854E+01 -0.27239165E+01
  0.18280367E+01 -0.27204190E+01
