0.000000000 0.000000000	-0.000000000
0.010000000 0.000000000	0.000000000
0.020000000 0.000000000	0.000000000
0.030000000 0.000000000	0.000000000
0.040000000 0.000000000	0.000000000
0.050000000 0.000000000	0.000000000
0.060000000 0.000000000	0.000000000
0.070000000 0.000000000	0.000000000
0.080000000 0.000000000	0.000000000
0.090000000 0.000000000	0.000000000
0.100000000 0.000000000	0.000000000
0.110000000 0.000000000	0.000000000
0.120000000 0.000000000	0.000000000
0.130000000 0.000000000	0.000000000
0.140000000 0.000000000	0.000000000
0.150000000 0.000000000	0.000000000
0.160000000 0.000000000	0.000000000
0.170000000 0.000000000	0.000000000
0.180000000 0.000000000	0.000000000
0.190000000 0.000000000	0.000000000
0.200000000 0.000000000	0.000000000
0.210000000 0.000000000	0.000000000
0.220000000 0.000000000	0.000000000
0.230000000 0.000000000	0.000000000
0.240000000 0.000000000	0.000000000
0.250000000 0.000000000	0.000000000
0.260000000 0.000000000	0.000000000
0.270000000 0.000000000	0.000000000
0.280000000 0.000000000	0.000000000
0.290000000 0.000000000	0.000000000
0.300000000 0.000000000	0.000000000
0.310000000 0.000000000	0.000000000
0.320000000 0.000000000	0.000000000
0.330000000 0.000000000	0.000000000
0.340000000 0.000000000	0.000000000
0.350000000 0.000000000	0.000000000
0.360000000 0.000000000	0.000000000
0.370000000 0.000000000	0.000000000
0.380000000 0.000000000	0.000000000
0.390000000 0.000000000	0.000000000
0.400000000 0.000000000	0.000000000
0.410000000 0.000000000	0.000000000
0.420000000 0.000000000	0.000000000
0.430000000 0.000000000	0.000000000
0.440000000 0.000000000	0.000000000
0.450000000 0.000000000	0.000000000
0.460000000 0.000000000	0.000000000
0.470000000 0.000000000	0.000000000
0.480000000 0.000000000	0.000000000
0.490000000 0.000000000	0.000000000
0.500000000 0.000000000	0.000000000
0.510000000 0.000000000	0.000000000
0.520000000 0.000000000	0.000000000
0.530000000 0.000000000	0.000000000
0.540000000 0.000000000	0.000000000
0.550000000 0.000000000	0.000000000
0.560000000 0.000000000	0.000000000
0.570000000 0.000000000	0.000000000
0.580000000 0.000000000	0.000000000
0.590000000 0.000000000	0.000000000
0.600000000 0.000000000	0.000000000
0.610000000 0.000000000	0.000000000
0.620000000 0.000000000	0.000000000
0.630000000 0.000000000	0.000000000
0.640000000 0.000000000	0.000000000
0.650000000 0.000000000	0.000000000
0.660000000 0.000000000	0.000000000
0.670000000 0.000000000	0.000000000
0.680000000 0.000000000	0.000000000
0.690000000 0.000000000	0.000000000
0.700000000 0.000000000	0.000000000
0.710000000 0.000000000	0.000000000
0.720000000 0.000000000	0.000000000
0.730000000 0.000000000	0.000000000
