100 2864.0900 13088.6000 14700.5000 10217.7000 44.3552 327.9240 330.1140 234.1310 9.4807 0.0000 -11836.4100 -285.7588
150 1544.1300 7281.9200 7996.6100 5607.5600 13.9563 103.0330 103.7390 73.5760 9.4690 0.0000 -6452.4800 -89.7827
200 976.3080 4665.7200 5044.9000 3562.3100 9407.0600 10384.0000 10458.3000 10083.1000 9.4552 8.5552 -4068.5920 -1051.2400
250 674.5660 3234.5200 3457.5300 2455.5400 5162.0900 5752.8800 5789.5800 5568.1800 9.4398 8.5682 -2782.9640 -627.4900
300 494.6730 2367.6500 2508.7100 1790.3400 3009.8700 3393.5100 3412.9500 3272.1100 9.4231 8.5833 -2014.0370 -403.0800
350 378.8070 1804.6000 1898.9100 1360.7700 1874.5400 2132.8700 2143.9400 2050.4500 9.4053 8.6002 -1520.1030 -269.4000
400 299.7390 1418.0400 1483.8800 1067.2200 1240.2200 1418.5700 1425.2800 1361.3600 9.3864 8.6185 -1184.1410 -185.0600
450 243.2950 1140.4200 1187.9700 857.2300 864.3630 990.1920 994.4690 949.6750 9.3666 8.6383 -944.6750 -130.1060
500 201.5340 933.7100 968.9930 701.4120 629.4650 720.0120 722.8560 690.7780 9.3459 8.6592 -767.4590 -93.3910
