kgrid  kgrid**3  efermi_elec(eV)    nkt_elec  efermi_hole(eV)   nkt_hole
40     64000     -.062409564852704  9         .090330988168727  9
50     125000    -.062343850731861  9         .090052112936981  9
60     216000    -.062344819307329  9         .090035460889349  9
