0.0 0.0	0 0
11.0 0.0018960143156444913	2.73911 2.74101
11.01 0.0018709019128225408	2.72346 2.72533
11.02 0.0018461221197125974	2.70777 2.70962
11.030000000000001 0.0018216705309528434	2.69257 2.69439
11.04 0.0017975427995297788	2.67833 2.68013
11.05 0.001773734636005363	2.66548 2.66725
11.059999999999999 0.001750241807754505	2.65433 2.65608
11.07 0.0017270601382125118	2.64504 2.64677
11.08 0.0017041855061326445	2.63769 2.63939
11.09 0.0016816138448533947	2.63219 2.63387
11.1 0.0016593411415755342	2.62833 2.62999
11.11 0.0016373634366487028	2.6258 2.62744
11.120000000000001 0.0016156768228674733	2.62419 2.62581
11.129999999999999 0.0015942774447767346	2.62301 2.6246
11.14 0.001573161497986226	2.62175 2.62332
11.15 0.0015523252284942485	2.61989 2.62144
11.16 0.001531764932020234	2.61693 2.61846
11.17 0.0015114769533462163	2.61244 2.61395
11.18 0.0014914576856669922	2.60609 2.60758
11.19 0.0014717035699489181	2.59766 2.59913
11.2 0.0014522110942971744	2.58705 2.5885
11.21 0.00143297679333141	2.5743 2.57573
11.219999999999999 0.001413997247569694	2.55958 2.56099
11.23 0.00139526908282056	2.5432 2.5446
11.24 0.0013767889695831812	2.52555 2.52693
11.25 0.001358553622455414	2.50708 2.50844
11.26 0.0013405597995497435	2.48831 2.48965
11.27 0.0013228043019169308	2.46974 2.47106
11.280000000000001 0.001305283972977293	2.45185 2.45316
11.29 0.0012879956979595499	2.43507 2.43636
11.3 0.001270936403347045	2.41974 2.42101
11.309999999999999 0.0012541030563313728	2.40611 2.40736
11.32 0.0012374926642731599	2.39431 2.39555
11.33 0.0012211022741700792	2.38437 2.38559
11.34 0.001204928972131833	2.3762 2.3774
11.35 0.0011889698828621246	2.3696 2.37079
11.36 0.001173222169147498	2.36429 2.36546
11.370000000000001 0.001157683031352926	2.35993 2.36109
11.379999999999999 0.001142349706924105	2.35609 2.35723
11.39 0.0011272194698962955	2.35236 2.35349
11.4 0.00111228963040974	2.3483 2.34941
11.41 0.0010975575342314307	2.34352 2.34462
11.42 0.0010830205622832417	2.33768 2.33876
11.43 0.00106867613017632	2.33051 2.33158
11.44 0.001054521687751624	2.32183 2.32288
11.45 0.0010405547186265504	2.31159 2.31263
11.46 0.0010267727397475807	2.29983 2.30086
11.469999999999999 0.0010131733009488449	2.28669 2.2877
11.48 0.000999753984516506	2.27242 2.27342
11.49 0.0009865124047589732	2.25733 2.25832
11.5 0.000973446207582746	2.24178 2.24275
11.51 0.0009605530700739149	2.22616 2.22712
11.52 0.0009478307000851843	2.21086 2.21181
11.530000000000001 0.0009352768358283817	2.19624 2.19718
11.54 0.0009228892454723599	2.18261 2.18353
11.55 0.0009106657267461972	2.17022 2.17113
11.559999999999999 0.0008986041065477126	2.15922 2.16012
11.57 0.0008867022405570969	2.1497 2.15059
11.58 0.0008749580128557224	2.14164 2.14251
11.59 0.0008633693355499506	2.13494 2.1358
11.6 0.0008519341483999623	2.12941 2.13026
11.61 0.0008406504184534816	2.12481 2.12565
11.620000000000001 0.0008295161396843502	2.12084 2.12167
11.629999999999999 0.0008185293326359125	2.11714 2.11796
11.64 0.0008076880440690842	2.11335 2.11416
11.65 0.0007969903466151278	2.10911 2.10991
11.66 0.0007864343384329829	2.10409 2.10488
11.67 0.0007760181428711729	2.09801 2.09879
11.68 0.000765739908134165	2.09065 2.09142
11.69 0.0007555978069531548	2.08187 2.08263
11.7 0.0007455900362612223	2.07164 2.07239
11.71 0.0007357148168727737	2.06003 2.06077
11.719999999999999 0.0007259703931672476	2.04722 2.04795
11.73 0.0007163550327769795	2.03349 2.03421
11.74 0.000706867026279247	2.01918 2.01989
11.75 0.0006975046868923508	2.00471 2.00541
11.76 0.0006882663501757388	1.99056 1.99125
11.77 0.0006791503737341089	1.9772 1.97788
11.780000000000001 0.0006701551369254167	1.9651 1.96577
11.79 0.0006612790405727651	1.95472 1.95538
11.8 0.0006525205066800846	1.94643 1.94708
11.809999999999999 0.0006438779781516223	1.94056 1.9412
11.82 0.0006353499185150928	1.93735 1.93799
11.83 0.0006269348116485487	1.93693 1.93756
11.84 0.0006186311615108273	1.93933 1.93995
11.85 0.0006104374918755907	1.94449 1.9451
11.86 0.0006023523460688771	1.95222 1.95282
11.870000000000001 0.0005943742867101376	1.96228 1.96287
11.879999999999999 0.0005865018954567001	1.97434 1.97493
11.89 0.000578733772751602	1.988 1.98858
11.9 0.0005710685375747956	2.00285 2.00342
11.91 0.0005635048271976159	2.01849 2.01905
11.92 0.0005560412969405202	2.0345 2.03506
11.93 0.0005486766199340258	2.05055 2.0511
11.94 0.0005414094868828247	2.06634 2.06688
11.95 0.0005342386058330132	2.08168 2.08221
11.96 0.0005271627019424046	2.09642 2.09695
11.969999999999999 0.0005201805172538966	2.11053 2.11105
11.98 0.0005132908104718185	2.12401 2.12452
11.99 0.0005064923567412666	2.13696 2.13747
12.0 0.0004997839474303363	2.14946 2.14996
12.01 0.0004931643899152604	2.16167 2.16216
12.02 0.0004866325073683804	2.17368 2.17417
12.030000000000001 0.0004801871385489266	2.18562 2.1861
12.04 0.000473827137596581	2.19754 2.19801
12.05 0.0004675513738277537	2.20947 2.20994
12.059999999999999 0.00046135873153458327	2.22139 2.22185
12.07 0.0004552481097865694	2.2332 2.23366
12.08 0.00044921842223486614	2.24479 2.24524
12.09 0.0004432685969191391	2.25598 2.25642
12.1 0.00043739757607699363	2.26661 2.26705
12.11 0.00043160431595592894	2.27645 2.27688
12.120000000000001 0.00042588778662777573	2.28532 2.28575
12.129999999999999 0.00042024697180560066	2.29303 2.29345
12.14 0.00041468086866301864	2.29943 2.29984
12.15 0.00040918848765592535	2.30444 2.30485
12.16 0.0004037688523465649	2.308 2.3084
12.17 0.00039842099922994024	2.31012 2.31052
12.18 0.0003931439775625241	2.31089 2.31128
12.19 0.00038793684919323355	2.31041 2.3108
12.2 0.00038279868839664275	2.30887 2.30925
12.21 0.00037772858170841074	2.30644 2.30682
12.219999999999999 0.0003727256277628866	2.30334 2.30371
12.23 0.000367788937132855	2.29977 2.30014
12.24 0.0003629176321714268	2.29589 2.29625
12.25 0.00035811084685600044	2.29187 2.29223
12.26 0.00035336772663430513	2.28779 2.28814
12.27 0.00034868742827247454	2.28371 2.28406
12.280000000000001 0.00034406911970513986	2.27963 2.27997
12.29 0.0003395119798875058	2.2755 2.27584
12.3 0.00033501519864937644	2.27121 2.27155
12.309999999999999 0.0003305779765511357	2.26666 2.26699
12.32 0.0003261995247416106	2.26169 2.26202
12.33 0.0003218790648178388	2.25616 2.25648
12.34 0.00031761582868667526	2.24992 2.25024
12.35 0.00031340905842824673	2.24286 2.24317
12.36 0.0003092580061612059	2.23489 2.2352
12.370000000000001 0.00030516193390977083	2.22598 2.22629
12.379999999999999 0.0003011201134725331	2.21613 2.21643
12.39 0.00029713182629298993	2.2054 2.2057
12.4 0.0002931963633318073	2.19392 2.19421
12.41 0.00028931302494075874	2.18185 2.18214
12.42 0.00028548112073834757	2.16938 2.16967
12.43 0.00028169996948706815	2.15675 2.15703
12.44 0.0002779688989722939	2.14417 2.14445
12.45 0.00027428724588277384	2.13189 2.13216
12.46 0.00027065435569270603	2.1201 2.12037
12.469999999999999 0.0002670695825453793	2.10896 2.10923
12.48 0.00026353228913834545	2.09859 2.09885
12.49 0.00026004184661012865	2.08905 2.08931
12.5 0.00025659763442841986	2.08035 2.08061
12.51 0.00025319904027975903	2.07241 2.07266
12.52 0.00024984545996068017	2.06515 2.0654
12.530000000000001 0.0002465362972702937	2.05842 2.05867
12.54 0.00024327096390429633	2.05205 2.05229
12.55 0.0002400488793503759	2.04586 2.0461
12.559999999999999 0.00023686947078501697	2.03967 2.03991
12.57 0.00023373217297165374	2.03333 2.03356
12.58 0.00023063642816019157	2.0267 2.02693
12.59 0.00022758168598784344	2.01969 2.01992
12.6 0.00022456740338128918	2.01223 2.01245
12.61 0.00022159304446012573	2.00432 2.00454
12.620000000000001 0.00021865808044160002	1.996 1.99622
12.629999999999999 0.00021576198954660256	1.98731 1.98753
12.64 0.0002129042569068998	1.97838 1.97859
12.65 0.00021008437447360865	1.96931 1.96952
12.66 0.00020730184092686914	1.96025 1.96046
12.67 0.00020455616158672257	1.95133 1.95153
12.68 0.00020184684832516526	1.94267 1.94287
12.69 0.0001991734194793709	1.93439 1.93459
12.7 0.00019653539976605935	1.92657 1.92677
12.71 0.0001939323201969994	1.91926 1.91945
12.719999999999999 0.0001913637179956353	1.91246 1.91265
12.73 0.0001888291365148093	1.90616 1.90635
12.74 0.00018632812515558398	1.9003 1.90049
12.75 0.00018386023928712963	1.89481 1.89499
12.76 0.00018142504016768128	1.88958 1.88976
12.77 0.0001790220948665376	1.88449 1.88467
12.780000000000001 0.00017665097618709306	1.87944 1.87962
12.79 0.00017431126259089433	1.87431 1.87448
12.8 0.00017200253812269418	1.86901 1.86918
12.809999999999999 0.00016972439233650798	1.86345 1.86362
12.82 0.00016747642022263854	1.85758 1.85775
12.83 0.00016525822213567956	1.85139 1.85156
12.84 0.00016306940372346222	1.84488 1.84504
12.85 0.00016090957585694783	1.8381 1.83826
12.86 0.00015877835456104973	1.83111 1.83127
12.870000000000001 0.0001566753609463686	1.824 1.82416
12.879999999999999 0.00015460022114183525	1.81687 1.81702
12.89 0.00015255256622823956	1.80985 1.81
12.9 0.0001505320321726494	1.80302 1.80317
12.91 0.0001485382597636889	1.79649 1.79664
12.92 0.00014657089454767807	1.79034 1.79049
12.93 0.00014462958676561945	1.78462 1.78476
12.940000000000001 0.00014271399129101638	1.77935 1.77949
12.95 0.00014082376756851804	1.77452 1.77466
12.96 0.00013895857955337164	1.77012 1.77026
12.969999999999999 0.00013711809565168577	1.76607 1.76621
12.98 0.00013530198866147343	1.76232 1.76246
12.99 0.00013350993571448755	1.75879 1.75892
13.0 0.00013174161821881742	1.75538 1.75551
13.01 0.00012999672180225117	1.75201 1.75214
13.02 0.00012827493625638533	1.74861 1.74874
13.03 0.00012657595548147717	1.7451 1.74523
13.04 0.0001248994774320256	1.74143 1.74155
13.05 0.00012324520406307234	1.73754 1.73766
13.06 0.00012161284127721777	1.7334 1.73352
13.07 0.00012000209887233379	1.72901 1.72913
13.08 0.000118412690489973	1.72436 1.72448
13.09 0.00011684433356445867	1.71945 1.71957
13.1 0.00011529674927265132	1.71432 1.71444
13.11 0.0001137696624843789	1.70898 1.70909
13.12 0.0001122628017135233	1.70347 1.70358
13.13 0.0001107758990697566	1.69783 1.69794
13.14 0.00010930869021091521	1.69208 1.69219
13.15 0.00010786091429600443	1.68625 1.68636
13.16 0.00010643231393882588	1.68036 1.68047
13.17 0.00010502263516222036	1.67442 1.67453
13.18 0.00010363162735291498	1.66844 1.66854
13.19 0.00010225904321696859	1.66242 1.66252
13.2 0.00010090463873580884	1.65637 1.65647
13.209999999999999 9.956817312284982e-05	1.65027 1.65037
13.22 9.824940878068435e-05	1.64415 1.64425
13.23 9.694811125884547e-05	1.63801 1.63811
13.24 9.566404921212404e-05	1.63188 1.63198
13.25 9.439699435944115e-05	1.6258 1.62589
13.26 9.314672144326325e-05	1.61982 1.61991
13.27 9.191300818955698e-05	1.61399 1.61408
13.28 9.069563526827254e-05	1.60838 1.60847
13.29 8.949438625435065e-05	1.60307 1.60316
13.3 8.830904758924728e-05	1.59811 1.5982
13.31 8.713940854296701e-05	1.59357 1.59366
13.32 8.598526117659887e-05	1.58949 1.58958
13.33 8.484640030534877e-05	1.58591 1.58599
13.34 8.372262346206252e-05	1.58284 1.58292
13.35 8.261373086123053e-05	1.58026 1.58034
13.36 8.151952536346962e-05	1.57815 1.57823
13.37 8.043981244047624e-05	1.57647 1.57655
13.38 7.937440014044244e-05	1.57515 1.57523
13.39 7.83230990539315e-05	1.57413 1.57421
13.4 7.728572228020317e-05	1.57334 1.57342
13.41 7.626208539398784e-05	1.5727 1.57278
13.42 7.525200641269876e-05	1.57217 1.57225
13.43 7.425530576407867e-05	1.57167 1.57174
13.44 7.327180625427622e-05	1.57117 1.57124
13.45 7.230133303634394e-05	1.57065 1.57072
13.459999999999999 7.134371357915349e-05	1.57008 1.57015
13.47 7.039877763672368e-05	1.56946 1.56953
13.48 6.946635721795404e-05	1.56881 1.56888
13.49 6.85462865567588e-05	1.56813 1.5682
13.5 6.763840208259692e-05	1.56747 1.56754
13.51 6.674254239139306e-05	1.56685 1.56692
13.52 6.585854821684278e-05	1.56633 1.5664
13.53 6.498626240209767e-05	1.56593 1.56599
13.54 6.412552987182675e-05	1.56569 1.56575
13.55 6.327619760464643e-05	1.56564 1.5657
13.56 6.243811460591707e-05	1.5658 1.56586
13.57 6.16111318808979e-05	1.56616 1.56622
13.58 6.0795102408259874e-05	1.5667 1.56676
13.59 5.9989881113947596e-05	1.5674 1.56746
13.6 5.919532484538778e-05	1.56821 1.56827
13.61 5.841129234604011e-05	1.56906 1.56912
13.62 5.76376442302843e-05	1.56989 1.56995
13.63 5.6874242958639655e-05	1.57064 1.5707
13.64 5.6120952813314215e-05	1.57125 1.57131
13.65 5.5377639874075846e-05	1.57168 1.57174
13.66 5.464417199444441e-05	1.57188 1.57193
13.67 5.39204187781982e-05	1.57186 1.57191
13.68 5.320625155619271e-05	1.57162 1.57167
13.69 5.2501543363485375e-05	1.5712 1.57125
13.7 5.1806168916763496e-05	1.57064 1.57069
13.71 5.112000459207177e-05	1.56998 1.57003
13.72 5.044292840283435e-05	1.5693 1.56935
13.73 4.977481997816767e-05	1.56864 1.56869
13.74 4.911556054148086e-05	1.56805 1.5681
13.75 4.846503288936005e-05	1.56756 1.56761
13.76 4.7823121370731613e-05	1.5672 1.56725
13.77 4.718971186630142e-05	1.56698 1.56703
13.78 4.6564691768267184e-05	1.56688 1.56693
13.79 4.594794996029875e-05	1.56692 1.56697
13.8 4.5339376797783425e-05	1.56707 1.56712
13.81 4.473886408833419e-05	1.56733 1.56737
13.82 4.414630507255433e-05	1.56767 1.56771
13.83 4.356159440505823e-05	1.56811 1.56815
13.84 4.298462813574266e-05	1.56863 1.56867
13.85 4.241530369130687e-05	1.56924 1.56928
13.86 4.185351985701692e-05	1.56993 1.56997
13.87 4.129917675871139e-05	1.57068 1.57072
13.88 4.075217584504615e-05	1.57149 1.57153
13.89 4.02124198699738e-05	1.57231 1.57235
13.9 3.967981287545494e-05	1.57313 1.57317
13.91 3.9154260174398774e-05	1.57388 1.57392
13.92 3.8635668333829894e-05	1.57453 1.57457
13.93 3.8123945158277524e-05	1.57502 1.57506
13.94 3.761899967338478e-05	1.57532 1.57536
13.95 3.712074210973563e-05	1.57539 1.57543
13.96 3.6629083886895285e-05	1.57524 1.57528
13.97 3.614393759766276e-05	1.57485 1.57489
13.98 3.566521699253089e-05	1.57427 1.57431
13.99 3.519283696435355e-05	1.57352 1.57356
14.0 3.4726713533214995e-05	1.57265 1.57268
14.01 3.426676383149969e-05	1.57173 1.57176
14.02 3.381290608916043e-05	1.57079 1.57082
14.03 3.336505961918106e-05	1.56988 1.56991
14.04 3.292314480323173e-05	1.56902 1.56905
14.05 3.248708307751459e-05	1.56823 1.56826
14.06 3.205679691879671e-05	1.5675 1.56753
14.07 3.1632209830627704e-05	1.56681 1.56684
14.08 3.12132463297402e-05	1.56613 1.56616
14.09 3.079983193263064e-05	1.56542 1.56545
14.1 3.0391893142317426e-05	1.56463 1.56466
14.11 2.9989357435274426e-05	1.56372 1.56375
14.12 2.9592153248538033e-05	1.56266 1.56269
14.13 2.9200209966984417e-05	1.56142 1.56145
14.14 2.8813457910775843e-05	1.55998 1.56001
14.15 2.843182832297243e-05	1.55834 1.55837
14.16 2.8055253357309062e-05	1.55651 1.55654
14.17 2.7683666066133413e-05	1.55452 1.55455
14.18 2.731700038850384e-05	1.55239 1.55242
14.19 2.695519113844533e-05	1.55016 1.55019
14.2 2.659817399336055e-05	1.54787 1.5479
14.21 2.6245885482594377e-05	1.54556 1.54559
14.22 2.589826297615054e-05	1.54328 1.54331
14.23 2.555524467355672e-05	1.54104 1.54107
14.24 2.5216769592877978e-05	1.53888 1.53891
14.25 2.4882777559875075e-05	1.53679 1.53681
14.26 2.4553209197306976e-05	1.53478 1.5348
14.27 2.422800591437461e-05	1.53282 1.53284
14.28 2.3907109896304408e-05	1.5309 1.53092
14.29 2.3590464094070258e-05	1.52898 1.529
14.3 2.3278012214251088e-05	1.52703 1.52705
14.31 2.2969698709023246e-05	1.525 1.52502
14.32 2.2665468766284755e-05	1.52288 1.5229
14.33 2.236526829991125e-05	1.52064 1.52066
14.34 2.2069043940140306e-05	1.51826 1.51828
14.35 2.177674302408325e-05	1.51575 1.51577
14.36 2.1488313586362984e-05	1.51312 1.51314
14.37 2.1203704349875398e-05	1.51039 1.51041
14.38 2.0922864716673195e-05	1.50758 1.5076
14.39 2.0645744758970918e-05	1.50474 1.50476
14.4 2.0372295210268405e-05	1.50189 1.50191
14.41 2.0102467456592388e-05	1.49905 1.49907
14.42 1.98362135278537e-05	1.49624 1.49626
14.43 1.9573486089319357e-05	1.49347 1.49349
14.44 1.9314238433197247e-05	1.49072 1.49074
14.45 1.90584244703323e-05	1.48798 1.488
14.46 1.8805998722012928e-05	1.4852 1.48522
14.47 1.8556916311885777e-05	1.48235 1.48237
14.48 1.8311132957977464e-05	1.47937 1.47939
14.49 1.8068604964822124e-05	1.47623 1.47625
14.5 1.7829289215693347e-05	1.47288 1.4729
14.51 1.7593143164938806e-05	1.4693 1.46932
14.52 1.7360124830416345e-05	1.46549 1.46551
14.53 1.7130192786030592e-05	1.46145 1.46147
14.54 1.6903306154368096e-05	1.45721 1.45723
14.55 1.6679424599430025e-05	1.4528 1.45282
14.56 1.6458508319461492e-05	1.44827 1.44829
14.57 1.6240518039875293e-05	1.44369 1.44371
14.58 1.602541500626985e-05	1.43909 1.43911
14.59 1.5813160977539264e-05	1.43453 1.43455
14.6 1.5603718219074986e-05	1.43003 1.43005
14.61 1.539704949605725e-05	1.42563 1.42565
14.62 1.5193118066835365e-05	1.42133 1.42135
14.63 1.499188767639593e-05	1.41713 1.41714
14.64 1.4793322549917362e-05	1.413 1.41301
14.65 1.4597387386409766e-05	1.40894 1.40895
14.66 1.4404047352439083e-05	1.40491 1.40492
14.67 1.4213268075934531e-05	1.4009 1.40091
14.68 1.402501564007785e-05	1.3969 1.39691
14.69 1.3839256577273463e-05	1.39291 1.39292
14.7 1.365595786319877e-05	1.38893 1.38894
14.71 1.3475086910932922e-05	1.38498 1.38499
14.72 1.329661156516366e-05	1.38108 1.38109
14.73 1.3120500096470492e-05	1.37726 1.37727
14.74 1.2946721195684064e-05	1.37353 1.37354
14.75 1.2775243968319898e-05	1.3699 1.36991
14.76 1.2606037929085897e-05	1.36638 1.36639
14.77 1.2439072996462798e-05	1.36295 1.36296
14.78 1.2274319487356185e-05	1.3596 1.35961
14.79 1.2111748111819365e-05	1.3563 1.35631
14.8 1.195132996784629e-05	1.35302 1.35303
14.81 1.1793036536233347e-05	1.34972 1.34973
14.82 1.1636839675509126e-05	1.34639 1.3464
14.83 1.1482711616931398e-05	1.34299 1.343
14.84 1.1330624959550505e-05	1.33953 1.33954
14.85 1.1180552665337925e-05	1.336 1.33601
14.86 1.1032468054379396e-05	1.33242 1.33243
14.87 1.0886344800131852e-05	1.32881 1.32882
14.88 1.0742156924743007e-05	1.32523 1.32524
14.89 1.059987879443309e-05	1.3217 1.32171
14.9 1.0459485114937485e-05	1.31826 1.31827
14.91 1.032095092701009e-05	1.31496 1.31497
14.92 1.0184251601985981e-05	1.31182 1.31183
14.93 1.0049362837402867e-05	1.30887 1.30888
14.94 9.916260652680683e-06	1.30612 1.30613
14.95 9.784921384858269e-06	1.30356 1.30357
14.96 9.65532168438649e-06	1.30118 1.30119
14.97 9.527438510977315e-06	1.29896 1.29897
14.98 9.401249129507524e-06	1.29688 1.29689
14.99 9.27673110597697e-06	1.29491 1.29492
15.0 9.153862303520147e-06	1.29301 1.29302
15.01 9.032620878470809e-06	1.29114 1.29115
15.02 8.912985276478532e-06	1.28929 1.2893
15.03 8.794934228676723e-06	1.28742 1.28743
15.04 8.678446747901541e-06	1.28553 1.28554
15.05 8.5635021249607e-06	1.28358 1.28359
15.06 8.45007992495187e-06	1.28159 1.2816
15.07 8.338159983629618e-06	1.27955 1.27956
15.08 8.227722403820724e-06	1.27746 1.27747
15.09 8.11874755188682e-06	1.27534 1.27535
15.1 8.011216054233852e-06	1.27319 1.2732
15.11 7.905108793867925e-06	1.27102 1.27103
15.12 7.800406906996641e-06	1.26885 1.26886
15.13 7.697091779675422e-06	1.26668 1.26669
15.14 7.595145044498455e-06	1.26453 1.26454
15.15 7.494548577333192e-06	1.26239 1.2624
15.16 7.395284494098313e-06	1.26029 1.2603
15.17 7.297335147584223e-06	1.25822 1.25823
15.18 7.200683124315805e-06	1.25621 1.25622
15.19 7.105311241456596e-06	1.25426 1.25427
15.2 7.011202543753988e-06	1.25239 1.2524
15.21 6.9183403005249745e-06	1.25061 1.25062
15.22 6.826708002681762e-06	1.24893 1.24894
15.23 6.7362893597967304e-06	1.24735 1.24736
15.24 6.647068297206312e-06	1.24587 1.24588
15.25 6.559028953153292e-06	1.24446 1.24447
15.26 6.472155675966868e-06	1.2431 1.24311
15.27 6.386433021280046e-06	1.24174 1.24175
15.28 6.301845749284007e-06	1.24034 1.24035
15.29 6.218378822018738e-06	1.23884 1.23885
15.3 6.136017400699525e-06	1.23718 1.23719
15.31 6.054746843079027e-06	1.23532 1.23533
15.32 5.974552700844051e-06	1.23322 1.23323
15.33 5.8954207170469985e-06	1.23085 1.23086
15.34 5.817336823571203e-06	1.22824 1.22825
15.35 5.740287138629958e-06	1.22539 1.2254
15.36 5.664257964298577e-06	1.22238 1.22239
15.37 5.5892357840791374e-06	1.21927 1.21928
15.38 5.515207260497567e-06	1.21617 1.21618
15.39 5.442159232732495e-06	1.21317 1.21318
15.4 5.370078714275487e-06	1.21039 1.2104
15.41 5.2989528906222825e-06	1.20793 1.20794
15.42 5.228769116994696e-06	1.20586 1.20587
15.43 5.159514916092577e-06	1.20424 1.20425
15.44 5.091177975875569e-06	1.20309 1.2031
15.45 5.023746147374327e-06	1.20241 1.20242
15.46 4.95720744253062e-06	1.20213 1.20213
15.47 4.891550032066144e-06	1.20219 1.20219
15.48 4.8267622433794196e-06	1.20249 1.20249
15.49 4.762832558470721e-06	1.2029 1.2029
15.5 4.699749611894363e-06	1.20332 1.20332
15.51 4.637502188738126e-06	1.20365 1.20365
15.52 4.576079222629513e-06	1.20381 1.20381
15.53 4.515469793768338e-06	1.20375 1.20375
15.54 4.455663126985379e-06	1.20345 1.20345
15.55 4.3966485898268045e-06	1.20293 1.20293
15.56 4.338415690663926e-06	1.20224 1.20224
15.57 4.280954076827965e-06	1.20144 1.20144
15.58 4.224253532769551e-06	1.20062 1.20062
15.59 4.168303978242635e-06	1.19984 1.19984
15.6 4.1130954665123956e-06	1.19919 1.19919
15.61 4.058618182586882e-06	1.19872 1.19872
15.62 4.004862441472143e-06	1.19844 1.19844
15.63 3.951818686450397e-06	1.19834 1.19834
15.64 3.899477487381067e-06	1.19841 1.19841
15.65 3.847829539024221e-06	1.19857 1.19857
15.66 3.7968656593863513e-06	1.19876 1.19876
15.67 3.7465767880879694e-06	1.1989 1.1989
15.68 3.6969539847528262e-06	1.1989 1.1989
15.69 3.647988427418531e-06	1.19872 1.19872
15.7 3.5996714109681556e-06	1.19828 1.19828
15.71 3.5519943455826115e-06	1.19758 1.19758
15.72 3.5049487552136124e-06	1.19661 1.19661
15.73 3.4585262760767366e-06	1.19539 1.19539
15.74 3.4127186551645433e-06	1.19396 1.19396
15.75 3.367517748779323e-06	1.19237 1.19237
15.76 3.3229155210853435e-06	1.19067 1.19067
15.77 3.2789040426802154e-06	1.18893 1.18893
15.78 3.235475489185183e-06	1.1872 1.1872
15.79 3.1926221398541396e-06	1.18551 1.18551
15.8 3.150336376201001e-06	1.18389 1.18389
15.81 3.108610680645317e-06	1.18237 1.18237
15.82 3.0674376351757465e-06	1.18096 1.18096
15.83 3.026809920031324e-06	1.17964 1.17964
15.84 2.986720312400139e-06	1.17842 1.17842
15.85 2.947161685135236e-06	1.17729 1.17729
15.86 2.908127005487587e-06	1.17622 1.17622
15.87 2.8696093338557835e-06	1.17522 1.17522
15.88 2.831601822552297e-06	1.17428 1.17428
15.89 2.794097714586141e-06	1.17339 1.17339
15.9 2.7570903424615624e-06	1.17257 1.17257
15.91 2.72057312699272e-06	1.17182 1.17182
15.92 2.684539576134009e-06	1.17115 1.17115
15.93 2.6489832838259338e-06	1.17057 1.17057
15.94 2.6138979288562196e-06	1.17009 1.17009
15.95 2.579277273736012e-06	1.16972 1.16972
15.96 2.545115163590996e-06	1.16947 1.16947
15.97 2.5114055250671797e-06	1.16935 1.16935
15.98 2.478142365251154e-06	1.16935 1.16935
15.99 2.4453197706046685e-06	1.1695 1.1695
16.0 2.4129319059133436e-06	1.16978 1.16978
16.009999999999998 2.380973013249274e-06	1.17022 1.17022
16.02 2.349437410947349e-06	1.17083 1.17083
16.03 2.3183194925952256e-06	1.17163 1.17163
16.04 2.287613726036585e-06	1.17264 1.17264
16.05 2.2573146523875876e-06	1.17389 1.17389
16.060000000000002 2.227416885066463e-06	1.1754 1.1754
16.07 2.197915108835841e-06	1.17721 1.17721
16.08 2.1688040788577975e-06	1.17934 1.17934
16.09 2.1400786197614272e-06	1.18179 1.18179
16.1 2.1117336247228033e-06	1.18458 1.18458
16.11 2.083764054557052e-06	1.18772 1.18772
16.119999999999997 2.0561649368224654e-06	1.19118 1.19118
16.130000000000003 2.028931364936523e-06	1.19496 1.19496
16.14 2.002058497303636e-06	1.19902 1.19902
16.15 1.975541556454327e-06	1.20333 1.20333
16.16 1.949375828195924e-06	1.20785 1.20785
16.17 1.9235566607745015e-06	1.21254 1.21254
16.18 1.8980794640478586e-06	1.21734 1.21734
16.189999999999998 1.8729397086694626e-06	1.22218 1.22218
16.2 1.8481329252832538e-06	1.22701 1.22701
16.21 1.8236547037290793e-06	1.23176 1.23176
16.22 1.799500692258647e-06	1.23633 1.23633
16.23 1.7756665967618383e-06	1.24066 1.24066
16.240000000000002 1.7521481800033566e-06	1.24465 1.24465
16.25 1.7289412608694012e-06	1.24822 1.24822
16.259999999999998 1.7060417136243254e-06	1.2513 1.2513
16.27 1.683445467177193e-06	1.25381 1.25381
16.28 1.6611485043580182e-06	1.2557 1.2557
16.29 1.6391468612035824e-06	1.25695 1.25695
16.3 1.6174366262526948e-06	1.25753 1.25753
16.310000000000002 1.5960139398508593e-06	1.25747 1.25747
16.32 1.5748749934640798e-06	1.2568 1.2568
16.33 1.5540160290017564e-06	1.25556 1.25556
16.34 1.5334333381486007e-06	1.25382 1.25382
16.35 1.5131232617053675e-06	1.25166 1.25166
16.36 1.4930821889383165e-06	1.24916 1.24916
16.369999999999997 1.4733065569372752e-06	1.24639 1.24639
16.380000000000003 1.4537928499822327e-06	1.24341 1.24341
16.39 1.4345375989183669e-06	1.24028 1.24028
16.4 1.4155373805392012e-06	1.23706 1.23706
16.41 1.3967888169780905e-06	1.23375 1.23375
16.42 1.3782885751076945e-06	1.23039 1.23039
16.43 1.3600333659474067e-06	1.22698 1.22698
16.439999999999998 1.3420199440786226e-06	1.22351 1.22351
16.45 1.3242451070677823e-06	1.21999 1.21999
16.46 1.306705694897054e-06	1.21641 1.21641
16.47 1.2893985894025286e-06	1.21277 1.21277
16.48 1.2723207137198594e-06	1.20906 1.20906
16.490000000000002 1.2554690317372838e-06	1.20531 1.20531
16.5 1.2388405475558509e-06	1.20151 1.20151
16.509999999999998 1.2224323049567926e-06	1.19768 1.19768
16.52 1.2062413868759805e-06	1.19383 1.19383
16.53 1.190264914885342e-06	1.18998 1.18998
