0.0 0.0	0 0
21.33 1.977693326331493e-09	0.685466 0.685466
21.340000000000003 1.951499098229233e-09	0.684817 0.684817
21.35 1.925651808439786e-09	0.684246 0.684246
21.36 1.9001468618213297e-09	0.683756 0.683756
21.369999999999997 1.874979724093944e-09	0.683349 0.683349
21.380000000000003 1.8501459210335205e-09	0.683031 0.683031
21.39 1.8256410376763574e-09	0.68281 0.68281
21.4 1.8014607175341932e-09	0.682694 0.682694
21.409999999999997 1.7776006618197686e-09	0.682695 0.682695
21.42 1.7540566286825278e-09	0.682822 0.682822
21.43 1.730824432454621e-09	0.683088 0.683088
21.439999999999998 1.7078999429066095e-09	0.683504 0.683504
21.450000000000003 1.6852790845133022e-09	0.684081 0.684081
21.46 1.6629578357292087e-09	0.684827 0.684827
21.47 1.640932228273522e-09	0.68575 0.68575
21.479999999999997 1.6191983464246895e-09	0.686854 0.686854
21.490000000000002 1.5977523263242234e-09	0.688143 0.688143
21.5 1.5765903552898905e-09	0.689613 0.689613
21.509999999999998 1.5557086711377421e-09	0.691263 0.691263
21.520000000000003 1.5351035615133715e-09	0.693086 0.693086
21.53 1.5147713632319315e-09	0.695071 0.695071
21.54 1.4947084616268331e-09	0.697207 0.697207
21.549999999999997 1.474911289907178e-09	0.699479 0.699479
21.560000000000002 1.4553763285236036e-09	0.701871 0.701871
21.57 1.4361001045426783e-09	0.704367 0.704367
21.58 1.4170791910293433e-09	0.706951 0.706951
21.590000000000003 1.3983102064377616e-09	0.709609 0.709609
21.6 1.3797898140101487e-09	0.712329 0.712329
21.61 1.3615147211835068e-09	0.715106 0.715106
21.619999999999997 1.3434816790043171e-09	0.717936 0.717936
21.630000000000003 1.3256874815508956e-09	0.720827 0.720827
21.64 1.3081289653635342e-09	0.723788 0.723788
21.65 1.2908030088819758e-09	0.726837 0.726837
21.659999999999997 1.2737065318905509e-09	0.729994 0.729994
21.67 1.2568364949705356e-09	0.73328 0.73328
21.68 1.2401898989598415e-09	0.736716 0.736716
21.689999999999998 1.2237637844197743e-09	0.740317 0.740317
21.700000000000003 1.2075552311089094e-09	0.744091 0.744091
21.71 1.1915613574640034e-09	0.748036 0.748036
21.72 1.1757793200875963e-09	0.752139 0.752139
21.729999999999997 1.1602063132425922e-09	0.756372 0.756372
21.740000000000002 1.1448395683534177e-09	0.760698 0.760698
21.75 1.1296763535138585e-09	0.765068 0.765068
21.759999999999998 1.114713973001336e-09	0.769426 0.769426
21.770000000000003 1.0999497667976649e-09	0.773712 0.773712
21.78 1.0853811101162226e-09	0.777865 0.777865
21.79 1.0710054129352085e-09	0.781829 0.781829
21.799999999999997 1.0568201195372656e-09	0.785549 0.785549
21.810000000000002 1.0428227080550887e-09	0.788983 0.788983
21.82 1.0290106900231186e-09	0.792094 0.792094
21.83 1.0153816099351015e-09	0.794858 0.794858
21.840000000000003 1.0019330448075528e-09	0.797259 0.797259
21.85 9.88662603749058e-10	0.799291 0.799291
21.86 9.755679275351265e-10	0.800954 0.800954
21.869999999999997 9.626466881888359e-10	0.802257 0.802257
21.880000000000003 9.498965885669304e-10	0.803213 0.803213
21.89 9.37315361951466e-10	0.803841 0.803841
21.9 9.249007716467938e-10	0.804162 0.804162
21.909999999999997 9.126506105819335e-10	0.8042 0.8042
21.92 9.005627009182066e-10	0.80398 0.80398
21.93 8.886348936620715e-10	0.803531 0.803531
21.939999999999998 8.768650682830388e-10	0.802879 0.802879
21.950000000000003 8.652511323367028e-10	0.802049 0.802049
21.96 8.537910210927637e-10	0.801068 0.801068
21.97 8.424826971679253e-10	0.799958 0.799958
21.979999999999997 8.313241501636999e-10	0.798737 0.798737
21.990000000000002 8.203133963090066e-10	0.797422 0.797422
22.0 8.094484781075052e-10	0.796025 0.796025
22.009999999999998 7.987274639895608e-10	0.794556 0.794556
22.020000000000003 7.881484479688657e-10	0.793021 0.793021
22.03 7.777095493036093e-10	0.791425 0.791425
22.04 7.674089121620882e-10	0.789771 0.789771
22.049999999999997 7.572447052927866e-10	0.788059 0.788059
22.060000000000002 7.472151216988217e-10	0.786289 0.786289
22.07 7.373183783167053e-10	0.784457 0.784457
22.08 7.275527156993208e-10	0.782558 0.782558
22.090000000000003 7.179163977031437e-10	0.780578 0.780578
22.1 7.084077111796058e-10	0.778499 0.778499
22.11 6.990249656705005e-10	0.776295 0.776295
22.119999999999997 6.897664931074652e-10	0.773929 0.773929
22.130000000000003 6.80630647515435e-10	0.771357 0.771357
22.14 6.716158047200304e-10	0.768526 0.768526
22.15 6.627203620587845e-10	0.765375 0.765375
22.160000000000004 6.539427380962356e-10	0.761841 0.761841
22.17 6.452813723427925e-10	0.757863 0.757863
22.18 6.367347249772847e-10	0.753384 0.753384
22.189999999999998 6.283012765732217e-10	0.748359 0.748359
22.200000000000003 6.199795278286736e-10	0.742761 0.742761
22.21 6.117679992997325e-10	0.736582 0.736582
22.22 6.036652311374728e-10	0.729842 0.729842
22.229999999999997 5.956697828284381e-10	0.722584 0.722584
22.240000000000002 5.877802329385273e-10	0.714883 0.714883
22.25 5.799951788603305e-10	0.706835 0.706835
22.259999999999998 5.723132365637197e-10	0.698559 0.698559
22.270000000000003 5.6473304034983e-10	0.69019 0.69019
22.28 5.572532426082669e-10	0.68187 0.68187
22.29 5.498725135775057e-10	0.673745 0.673745
22.299999999999997 5.425895411085037e-10	0.665951 0.665951
22.310000000000002 5.354030304314088e-10	0.658612 0.658612
22.32 5.283117039254103e-10	0.651833 0.651833
22.33 5.213143008915543e-10	0.645696 0.645696
22.340000000000003 5.144095773286479e-10	0.640253 0.640253
22.35 5.075963057121019e-10	0.635531 0.635531
22.36 5.008732747756806e-10	0.631529 0.631529
22.369999999999997 4.942392892961792e-10	0.628224 0.628224
22.380000000000003 4.876931698809203e-10	0.62557 0.62557
22.39 4.812337527581141e-10	0.623505 0.623505
22.4 4.748598895699176e-10	0.621954 0.621954
22.410000000000004 4.685704471683085e-10	0.620837 0.620837
22.42 4.6236430741363495e-10	0.620069 0.620069
22.43 4.5624036697581394e-10	0.619565 0.619565
22.439999999999998 4.5019753713819595e-10	0.619247 0.619247
22.450000000000003 4.442347436039975e-10	0.619037 0.619037
22.46 4.3835092630534284e-10	0.618868 0.618868
22.47 4.3254503921476334e-10	0.618679 0.618679
22.479999999999997 4.2681605015926423e-10	0.618417 0.618417
22.490000000000002 4.2116294063681057e-10	0.618036 0.618036
22.5 4.15584705635271e-10	0.617501 0.617501
22.509999999999998 4.100803534537297e-10	0.616785 0.616785
22.520000000000003 4.046489055261833e-10	0.61587 0.61587
22.53 3.992893962475957e-10	0.614749 0.614749
22.54 3.9400087280219435e-10	0.613426 0.613426
22.549999999999997 3.887823949941062e-10	0.611916 0.611916
22.560000000000002 3.8363303508019617e-10	0.610244 0.610244
22.57 3.785518776051451e-10	0.608444 0.608444
22.58 3.735380192386846e-10	0.606558 0.606558
22.590000000000003 3.685905686150042e-10	0.60463 0.60463
22.6 3.637086461743066e-10	0.602708 0.602708
22.61 3.5889138400640456e-10	0.600839 0.600839
22.619999999999997 3.5413792569644864e-10	0.599061 0.599061
22.630000000000003 3.494474261726618e-10	0.597411 0.597411
22.64 3.4481905155611353e-10	0.595914 0.595914
22.65 3.402519790124583e-10	0.594587 0.594587
22.660000000000004 3.3574539660565374e-10	0.593439 0.593439
22.67 3.312985031536346e-10	0.592469 0.592469
22.68 3.2691050808584694e-10	0.591672 0.591672
22.689999999999998 3.225806313027229e-10	0.591036 0.591036
22.700000000000003 3.183081030369839e-10	0.590544 0.590544
22.71 3.1409216371680105e-10	0.590178 0.590178
22.72 3.099320638307458e-10	0.589918 0.589918
22.729999999999997 3.0582706379454615e-10	0.589741 0.589741
22.740000000000002 3.017764338196052e-10	0.589625 0.589625
22.75 2.977794537832635e-10	0.589545 0.589545
22.759999999999998 2.9383541310076295e-10	0.589476 0.589476
22.770000000000003 2.899436105989259e-10	0.589393 0.589393
22.78 2.861033543915061e-10	0.58927 0.58927
22.79 2.8231396175617345e-10	0.589082 0.589082
22.799999999999997 2.7857475901314386e-10	0.588804 0.588804
22.810000000000002 2.7488508140541375e-10	0.588416 0.588416
22.82 2.712442729805836e-10	0.587898 0.587898
22.83 2.6765168647423134e-10	0.587235 0.587235
22.840000000000003 2.6410668319484747e-10	0.586417 0.586417
22.85 2.6060863291029384e-10	0.58544 0.58544
22.86 2.5715691373575036e-10	0.584301 0.584301
22.869999999999997 2.5375091202315985e-10	0.583008 0.583008
22.880000000000003 2.503900222521351e-10	0.581569 0.581569
22.89 2.470736469223133e-10	0.579998 0.579998
22.9 2.438011964471216e-10	0.578314 0.578314
22.910000000000004 2.4057208904896603e-10	0.576539 0.576539
22.92 2.373857506558079e-10	0.574696 0.574696
22.93 2.3424161479909553e-10	0.572811 0.572811
22.939999999999998 2.3113912251306065e-10	0.570912 0.570912
22.950000000000003 2.2807772223534712e-10	0.569022 0.569022
22.96 2.250568697089569e-10	0.567168 0.567168
22.97 2.2207602788548305e-10	0.56537 0.56537
22.979999999999997 2.1913466682964025e-10	0.563644 0.563644
22.990000000000002 2.162322636250456e-10	0.562004 0.562004
23.0 2.1336830228126914e-10	0.560454 0.560454
23.009999999999998 2.105422736420807e-10	0.558995 0.558995
23.020000000000003 2.0775367529494504e-10	0.557621 0.557621
23.03 2.0500201148170338e-10	0.556322 0.556322
23.04 2.0228679301042913e-10	0.555084 0.555084
23.049999999999997 1.9960753716846569e-10	0.553889 0.553889
23.060000000000002 1.969637676366034e-10	0.55272 0.55272
23.07 1.9435501440441245e-10	0.551563 0.551563
23.08 1.9178081368666616e-10	0.550401 0.550401
23.090000000000003 1.8924070784090084e-10	0.549224 0.549224
23.1 1.8673424528605663e-10	0.548022 0.548022
23.11 1.8426098042218765e-10	0.546789 0.546789
23.119999999999997 1.8182047355124925e-10	0.54552 0.54552
23.130000000000003 1.7941229079892226e-10	0.544213 0.544213
23.14 1.7703600403749104e-10	0.542863 0.542863
23.15 1.746911908097141e-10	0.541467 0.541467
23.160000000000004 1.7237743425373014e-10	0.540021 0.540021
23.17 1.7009432302894897e-10	0.53852 0.53852
23.18 1.6784145124291622e-10	0.536958 0.536958
23.189999999999998 1.6561841837915917e-10	0.535332 0.535332
23.200000000000003 1.6342482922597755e-10	0.53364 0.53364
23.21 1.6126029380619362e-10	0.531884 0.531884
23.22 1.5912442730780675e-10	0.530069 0.530069
23.229999999999997 1.570168500155924e-10	0.528208 0.528208
23.240000000000002 1.549371872435912e-10	0.526316 0.526316
23.25 1.5288506926850184e-10	0.524417 0.524417
23.259999999999998 1.5086013126394562e-10	0.522536 0.522536
23.270000000000003 1.4886201323560809e-10	0.520701 0.520701
23.28 1.468903599572481e-10	0.518942 0.518942
23.29 1.4494482090753178e-10	0.517284 0.517284
23.299999999999997 1.4302505020772673e-10	0.515751 0.515751
23.310000000000002 1.411307065602069e-10	0.51436 0.51436
23.32 1.39261453187781e-10	0.513122 0.513122
23.33 1.3741695777381477e-10	0.512039 0.512039
23.340000000000003 1.3559689240315192e-10	0.511108 0.511108
23.35 1.3380093350382574e-10	0.510319 0.510319
23.36 1.320287617895216e-10	0.509655 0.509655
23.369999999999997 1.3028006220282328e-10	0.5091 0.5091
23.380000000000003 1.285545238591977e-10	0.508634 0.508634
23.39 1.268518399917298e-10	0.50824 0.50824
23.4 1.2517170789658047e-10	0.507901 0.507901
23.410000000000004 1.2351382887917218e-10	0.507605 0.507605
23.42 1.2187790820109444e-10	0.507345 0.507345
23.43 1.2026365502769365e-10	0.507117 0.507117
23.439999999999998 1.1867078237637678e-10	0.506919 0.506919
23.450000000000003 1.1709900706558753e-10	0.506755 0.506755
23.46 1.1554804966446595e-10	0.50663 0.50663
23.47 1.1401763444316655e-10	0.506551 0.506551
23.479999999999997 1.1250748932384067e-10	0.506526 0.506526
23.490000000000002 1.1101734583226711e-10	0.506563 0.506563
23.5 1.0954693905012431e-10	0.506673 0.506673
23.509999999999998 1.0809600756788858e-10	0.506863 0.506863
23.520000000000003 1.0666429343836315e-10	0.50714 0.50714
23.53 1.0525154213082238e-10	0.507511 0.507511
23.54 1.0385750248575704e-10	0.507978 0.507978
23.549999999999997 1.0248192667022458e-10	0.508544 0.508544
23.560000000000002 1.0112457013379004e-10	0.509207 0.509207
23.57 9.978519156505125e-11	0.509962 0.509962
23.58 9.846355284873431e-11	0.510803 0.510803
23.590000000000003 9.715941902336365e-11	0.511722 0.511722
23.6 9.587255823949246e-11	0.512714 0.512714
23.61 9.460274171848067e-11	0.513774 0.513774
23.619999999999997 9.334974371182386e-11	0.514901 0.514901
23.630000000000003 9.21133414610205e-11	0.516103 0.516103
23.64 9.089331515797089e-11	0.517391 0.517391
23.65 8.968944790589611e-11	0.518785 0.518785
23.660000000000004 8.850152568078007e-11	0.520309 0.520309
23.67 8.732933729332195e-11	0.521994 0.521994
23.68 8.617267435138752e-11	0.523869 0.523869
23.689999999999998 8.50313312229623e-11	0.525963 0.525963
23.700000000000003 8.390510499959494e-11	0.528298 0.528298
23.71 8.279379546032518e-11	0.530889 0.530889
23.72 8.169720503608515e-11	0.533734 0.533734
23.729999999999997 8.061513877457826e-11	0.536818 0.536818
23.740000000000002 7.954740430561777e-11	0.540106 0.540106
23.75 7.849381180693268e-11	0.543547 0.543547
23.759999999999998 7.745417397041354e-11	0.547072 0.547072
23.770000000000003 7.642830596881766e-11	0.550595 0.550595
23.78 7.541602542291065e-11	0.554022 0.554022
23.79 7.441715236903988e-11	0.557249 0.557249
23.799999999999997 7.343150922714306e-11	0.560173 0.560173
23.810000000000002 7.245892076917547e-11	0.562696 0.562696
23.82 7.149921408796287e-11	0.564731 0.564731
23.83 7.055221856645524e-11	0.566205 0.566205
23.840000000000003 6.961776584739878e-11	0.56707 0.56707
23.85 6.869568980340555e-11	0.567296 0.567296
23.86 6.778582650741647e-11	0.566881 0.566881
23.869999999999997 6.688801420356057e-11	0.565845 0.565845
23.880000000000003 6.600209327839581e-11	0.564231 0.564231
23.89 6.512790623253741e-11	0.562096 0.562096
23.9 6.426529765265142e-11	0.559516 0.559516
23.910000000000004 6.341411418382929e-11	0.55657 0.55657
23.92 6.257420450232455e-11	0.553343 0.553343
23.93 6.17454192886479e-11	0.549919 0.549919
23.939999999999998 6.09276112010232e-11	0.546377 0.546377
23.950000000000003 6.012063484919101e-11	0.542788 0.542788
23.96 5.93243467685651e-11	0.539214 0.539214
23.97 5.853860539472174e-11	0.535708 0.535708
23.979999999999997 5.776327103823631e-11	0.532316 0.532316
23.990000000000002 5.699820585984745e-11	0.529074 0.529074
24.0 5.624327384595371e-11	0.526014 0.526014
24.009999999999998 5.549834078443075e-11	0.523163 0.523163
24.020000000000003 5.476327424077135e-11	0.520544 0.520544
24.03 5.403794353454444e-11	0.518182 0.518182
24.04 5.332221971615758e-11	0.516098 0.516098
24.049999999999997 5.2615975543936e-11	0.514317 0.514317
24.060000000000002 5.1919085461499724e-11	0.512859 0.512859
24.07 5.123142557544385e-11	0.511744 0.511744
24.08 5.055287363331066e-11	0.510989 0.510989
24.090000000000003 4.988330900185572e-11	0.510606 0.510606
24.1 4.922261264560473e-11	0.510599 0.510599
24.11 4.8570667105686686e-11	0.510965 0.510965
24.119999999999997 4.7927356478955374e-11	0.51169 0.51169
24.130000000000003 4.72925663973825e-11	0.512748 0.512748
24.14 4.666618400772678e-11	0.514103 0.514103
24.15 4.6048097951469035e-11	0.515707 0.515707
24.160000000000004 4.543819834501501e-11	0.517502 0.517502
24.17 4.483637676016297e-11	0.519419 0.519419
24.18 4.424252620482306e-11	0.521384 0.521384
24.189999999999998 4.365654110399934e-11	0.523317 0.523317
24.200000000000003 4.307831728101911e-11	0.525135 0.525135
24.21 4.2507751939013794e-11	0.526757 0.526757
24.22 4.194474364264191e-11	0.528104 0.528104
24.229999999999997 4.138919230005652e-11	0.529105 0.529105
24.240000000000002 4.084099914511118e-11	0.529696 0.529696
24.25 4.030006671980178e-11	0.529825 0.529825
24.259999999999998 3.9766298856938846e-11	0.529456 0.529456
24.270000000000003 3.923960066305178e-11	0.528563 0.528563
24.28 3.8719878501519454e-11	0.52714 0.52714
24.29 3.820703997592198e-11	0.525194 0.525194
24.299999999999997 3.7700993913614945e-11	0.522748 0.522748
24.310000000000002 3.720165034952101e-11	0.519837 0.519837
24.32 3.670892051013638e-11	0.516508 0.516508
24.33 3.622271679774716e-11	0.512816 0.512816
24.340000000000003 3.574295277485702e-11	0.508821 0.508821
24.35 3.526954314882104e-11	0.504584 0.504584
24.36 3.4802403756680955e-11	0.500165 0.500165
24.369999999999997 3.4341451550203125e-11	0.495617 0.495617
24.380000000000003 3.388660458111446e-11	0.49099 0.49099
24.39 3.3437781986534116e-11	0.486323 0.486323
24.4 3.299490397459625e-11	0.481647 0.481647
24.410000000000004 3.255789181026543e-11	0.476984 0.476984
24.42 3.212666780133968e-11	0.472348 0.472348
24.43 3.170115528463712e-11	0.467748 0.467748
24.439999999999998 3.1281278612367186e-11	0.463188 0.463188
24.450000000000003 3.086696313868218e-11	0.45867 0.45867
24.46 3.045813520640712e-11	0.454195 0.454195
24.47 3.005472213394375e-11	0.449767 0.449767
24.479999999999997 2.9656652202350114e-11	0.445389 0.445389
24.490000000000002 2.926385464258945e-11	0.441068 0.441068
24.5 2.8876259622950757e-11	0.436812 0.436812
24.509999999999998 2.8493798236631408e-11	0.432628 0.432628
24.520000000000003 2.811640248948865e-11	0.428526 0.428526
24.53 2.7744005287951653e-11	0.424513 0.424513
24.54 2.737654042709247e-11	0.420593 0.420593
24.549999999999997 2.7013942578857002e-11	0.41677 0.41677
24.560000000000002 2.6656147280450088e-11	0.41304 0.41304
24.57 2.6303090922877098e-11	0.409402 0.409402
24.58 2.5954710739633012e-11	0.405847 0.405847
24.590000000000003 2.561094479554539e-11	0.40237 0.40237
24.6 2.5271731975763584e-11	0.39896 0.39896
24.61 2.4937011974892713e-11	0.395609 0.395609
24.619999999999997 2.460672528627336e-11	0.392311 0.392311
24.630000000000003 2.428081319140166e-11	0.38906 0.38906
24.64 2.3959217749491956e-11	0.385854 0.385854
24.65 2.3641881787173808e-11	0.38269 0.38269
24.660000000000004 2.3328748888329154e-11	0.37957 0.37957
24.67 2.3019763384062705e-11	0.376496 0.376496
24.68 2.2714870342804185e-11	0.37347 0.37347
24.689999999999998 2.2414015560543328e-11	0.370495 0.370495
24.700000000000003 2.211714555119273e-11	0.367573 0.367573
24.71 2.1824207537080592e-11	0.364706 0.364706
24.72 2.153514943956581e-11	0.361896 0.361896
24.729999999999997 2.1249919869780934e-11	0.359147 0.359147
24.740000000000002 2.0968468119495514e-11	0.356462 0.356462
24.75 2.069074415210185e-11	0.353847 0.353847
24.759999999999998 2.0416698593718652e-11	0.351311 0.351311
24.770000000000003 2.0146282724413408e-11	0.348864 0.348864
24.78 1.987944846954216e-11	0.34652 0.34652
24.79 1.9616148391200914e-11	0.344293 0.344293
24.799999999999997 1.935633567979345e-11	0.342198 0.342198
24.810000000000002 1.9099964145708872e-11	0.34025 0.34025
24.82 1.8846988211110623e-11	0.338462 0.338462
24.83 1.8597362901832866e-11	0.336841 0.336841
24.840000000000003 1.835104383938506e-11	0.335395 0.335395
24.85 1.8107987233063437e-11	0.334122 0.334122
24.86 1.7868149872164174e-11	0.33302 0.33302
24.869999999999997 1.763148911830261e-11	0.332081 0.332081
24.880000000000003 1.7397962897832402e-11	0.331297 0.331297
24.89 1.7167529694366227e-11	0.330655 0.330655
24.9 1.6940148541394267e-11	0.330144 0.330144
24.910000000000004 1.6715779015001277e-11	0.329752 0.329752
24.92 1.6494381226680994e-11	0.32947 0.32947
24.93 1.62759158162432e-11	0.329288 0.329288
24.939999999999998 1.6060343944817378e-11	0.329201 0.329201
24.950000000000003 1.58476272879474e-11	0.329204 0.329204
24.96 1.5637728028778687e-11	0.329295 0.329295
24.97 1.543060885133451e-11	0.329475 0.329475
24.979999999999997 1.5226232933882157e-11	0.329745 0.329745
24.990000000000002 1.5024563942386856e-11	0.33011 0.33011
25.0 1.482556602405252e-11	0.330576 0.330576
25.009999999999998 1.462920380094723e-11	0.33115 0.33115
25.020000000000003 1.4435442363714045e-11	0.331843 0.331843
25.03 1.4244247265365122e-11	0.33267 0.33267
25.04 1.4055584515157136e-11	0.333645 0.333645
25.049999999999997 1.3869420572548615e-11	0.334787 0.334787
25.060000000000002 1.3685722341237179e-11	0.336117 0.336117
25.07 1.3504457163275867e-11	0.337656 0.337656
25.08 1.332559281326664e-11	0.339425 0.339425
25.090000000000003 1.3149097492631653e-11	0.341446 0.341446
25.1 1.2974939823960359e-11	0.343735 0.343735
25.11 1.2803088845430696e-11	0.346305 0.346305
25.119999999999997 1.2633514005304886e-11	0.349162 0.349162
25.130000000000003 1.2466185156498025e-11	0.352308 0.352308
25.14 1.230107255121869e-11	0.355732 0.355732
25.15 1.2138146835679871e-11	0.359419 0.359419
25.160000000000004 1.1977379044880722e-11	0.363342 0.363342
25.17 1.1818740597457411e-11	0.367469 0.367469
25.18 1.1662203290601418e-11	0.371761 0.371761
25.189999999999998 1.150773929504583e-11	0.376174 0.376174
25.200000000000003 1.1355321150117909e-11	0.380657 0.380657
25.21 1.1204921758857285e-11	0.385163 0.385163
25.22 1.1056514383198203e-11	0.389638 0.389638
25.229999999999997 1.0910072639216385e-11	0.394033 0.394033
25.240000000000002 1.0765570492438124e-11	0.3983 0.3983
25.25 1.0622982253212608e-11	0.402394 0.402394
25.259999999999998 1.048228257214379e-11	0.406276 0.406276
25.270000000000003 1.0343446435584435e-11	0.409912 0.409912
25.28 1.0206449161189196e-11	0.413277 0.413277
25.29 1.0071266393526176e-11	0.416351 0.416351
25.299999999999997 9.937874099747345e-12	0.419127 0.419127
25.310000000000002 9.80624856531564e-12	0.421604 0.421604
25.32 9.676366389789664e-12	0.423791 0.423791
25.33 9.548204482662625e-12	0.425706 0.425706
25.340000000000003 9.421740059257897e-12	0.427374 0.427374
25.35 9.296950636678378e-12	0.428825 0.428825
25.36 9.173814029809097e-12	0.430095 0.430095
25.369999999999997 9.052308347373443e-12	0.431223 0.431223
25.380000000000003 8.932411988041028e-12	0.432249 0.432249
25.39 8.814103636588003e-12	0.433212 0.433212
25.4 8.6973622601068e-12	0.434152 0.434152
25.410000000000004 8.582167104267434e-12	0.435105 0.435105
25.42 8.468497689627819e-12	0.436104 0.436104
25.43 8.356333807992572e-12	0.43718 0.43718
25.439999999999998 8.245655518820692e-12	0.438358 0.438358
25.450000000000003 8.136443145680234e-12	0.439659 0.439659
25.46 8.028677272750788e-12	0.441099 0.441099
25.47 7.92233874137097e-12	0.44269 0.44269
25.479999999999997 7.817408646632937e-12	0.444435 0.444435
25.490000000000002 7.713868334021214e-12	0.446337 0.446337
25.5 7.611699396096516e-12	0.448393 0.448393
25.509999999999998 7.510883669222989e-12	0.450597 0.450597
25.520000000000003 7.411403230339087e-12	0.45294 0.45294
25.53 7.313240393771655e-12	0.455416 0.455416
25.54 7.21637770809108e-12	0.458017 0.458017
25.549999999999997 7.1207979530092634e-12	0.460739 0.460739
25.560000000000002 7.026484136317965e-12	0.463581 0.463581
25.57 6.933419490868137e-12	0.466543 0.466543
25.58 6.8415874715887874e-12	0.46963 0.46963
25.590000000000003 6.750971752545615e-12	0.472848 0.472848
25.6 6.66155622403899e-12	0.476202 0.476202
25.61 6.573324989739335e-12	0.479699 0.479699
25.619999999999997 6.48626236386153e-12	0.483339 0.483339
25.630000000000003 6.400352868376071e-12	0.487121 0.487121
25.64 6.315581230257589e-12	0.491037 0.491037
25.65 6.231932378769346e-12	0.495075 0.495075
25.660000000000004 6.1493914427839925e-12	0.499216 0.499216
25.67 6.067943748140133e-12	0.503438 0.503438
25.68 5.987574815032988e-12	0.507717 0.507717
25.689999999999998 5.908270355440575e-12	0.512027 0.512027
25.700000000000003 5.830016270583389e-12	0.516345 0.516345
25.71 5.752798648418105e-12	0.52065 0.52065
25.72 5.676603761164051e-12	0.524923 0.524923
25.729999999999997 5.601418062862778e-12	0.529153 0.529153
25.740000000000002 5.527228186969878e-12	0.53333 0.53333
25.75 5.454020943978763e-12	0.537451 0.537451
25.759999999999998 5.381783319075606e-12	0.541514 0.541514
25.770000000000003 5.310502469825687e-12	0.545518 0.545518
25.78 5.240165723890366e-12	0.549466 0.549466
25.79 5.170760576773985e-12	0.553359 0.553359
25.799999999999997 5.10227468960089e-12	0.557194 0.557194
25.810000000000002 5.034695886921857e-12	0.560972 0.560972
25.82 4.968012154549607e-12	0.564687 0.564687
25.83 4.90221163742272e-12	0.568335 0.568335
25.840000000000003 4.837282637498146e-12	0.571908 0.571908
25.85 4.773213611671629e-12	0.575398 0.575398
25.86 4.7099931697253706e-12	0.578796 0.578796
25.869999999999997 4.647610072303152e-12	0.582092 0.582092
25.880000000000003 4.5860532289122235e-12	0.585276 0.585276
25.89 4.5253116959517005e-12	0.588336 0.588336
25.9 4.465374674766821e-12	0.591259 0.591259
25.910000000000004 4.4062315097292636e-12	0.594031 0.594031
25.92 4.347871686342871e-12	0.596636 0.596636
25.93 4.2902848293742055e-12	0.599053 0.599053
25.939999999999998 4.233460701008108e-12	0.601261 0.601261
25.950000000000003 4.177389199027636e-12	0.603235 0.603235
25.96 4.122060355018152e-12	0.604945 0.604945
25.97 4.06746433259497e-12	0.606359 0.606359
25.979999999999997 4.013591425654767e-12	0.607445 0.607445
25.990000000000002 3.960432056649907e-12	0.608166 0.608166
26.0 3.907976774886003e-12	0.608487 0.608487
26.009999999999998 3.856216254841407e-12	0.608373 0.608373
26.020000000000003 3.805141294509549e-12	0.607792 0.607792
26.03 3.754742813763017e-12	0.606716 0.606716
26.04 3.705011852739137e-12	0.605121 0.605121
26.049999999999997 3.655939570247203e-12	0.602993 0.602993
26.060000000000002 3.6075172421965756e-12	0.600322 0.600322
26.07 3.5597362600459488e-12	0.597107 0.597107
26.08 3.5125881292725868e-12	0.593358 0.593358
26.090000000000003 3.466064467862387e-12	0.58909 0.58909
26.1 3.4201570048197263e-12	0.58433 0.58433
26.11 3.3748575786969075e-12	0.579109 0.579109
26.119999999999997 3.3301581361433246e-12	0.573469 0.573469
26.130000000000003 3.2860507304736255e-12	0.567456 0.567456
26.14 3.2425275202551726e-12	0.561121 0.561121
26.15 3.1995807679136823e-12	0.554522 0.554522
26.160000000000004 3.157202838357839e-12	0.547717 0.547717
26.17 3.115386197621932e-12	0.540769 0.540769
26.18 3.074123411526338e-12	0.533743 0.533743
26.189999999999998 3.0334071443559755e-12	0.526703 0.526703
26.200000000000003 2.993230157556057e-12	0.519714 0.519714
26.21 2.9535853084454194e-12	0.512841 0.512841
26.22 2.91446554894642e-12	0.506142 0.506142
26.229999999999997 2.8758639243321264e-12	0.499673 0.499673
26.240000000000002 2.837773571989808e-12	0.493486 0.493486
26.25 2.8001877202009912e-12	0.48762 0.48762
26.259999999999998 2.7630996869374655e-12	0.482109 0.482109
26.270000000000003 2.7265028786733655e-12	0.476975 0.476975
26.28 2.6903907892131353e-12	0.472229 0.472229
26.29 2.6547569985346e-12	0.46787 0.46787
26.299999999999997 2.6195951716477984e-12	0.463888 0.463888
26.310000000000002 2.5848990574686572e-12	0.460261 0.460261
26.32 2.5506624877077566e-12	0.456959 0.456959
26.33 2.5168793757736244e-12	0.453947 0.453947
26.340000000000003 2.4835437156906738e-12	0.451183 0.451183
26.35 2.450649581031607e-12	0.448626 0.448626
26.36 2.4181911238635836e-12	0.446232 0.446232
26.369999999999997 2.3861625737087382e-12	0.443962 0.443962
26.380000000000003 2.3545582365182273e-12	0.441779 0.441779
26.39 2.3233724936600123e-12	0.439653 0.439653
26.4 2.2925998009198846e-12	0.437561 0.437561
26.410000000000004 2.2622346875158247e-12	0.435487 0.435487
26.42 2.2322717551255394e-12	0.433422 0.433422
26.43 2.202705676926538e-12	0.431365 0.431365
