 1          0          0    0.0
 0          1          0    0.0
 0          0          1    0.0

 0          1         -1    0.0000000
 1          0         -1    0.0000000
 0          0         -1   -0.5000000

-1          0          0   -0.5000000
-1          0          1    0.0000000
-1          1          0    0.0000000

 0         -1          1    0.0000000
 0         -1          0   -0.5000000
 1         -1          0    0.0000000

 0         -1          0    0.0 
-1          0          0    0.0 
 0          0         -1    0.0 

-1          0          1    0.0000000
 0         -1          1    0.0000000
 0          0          1   -0.5000000

 0          1          0    0.0000000
 0          1         -1   -0.5000000
-1          1          0    0.0000000

 1          0         -1   -0.5000000
 1          0          0    0.0000000
 1         -1          0    0.0000000

-1          0          0    0.0 
 0          0         -1    0.0 
 0         -1          0    0.0 

 1          0          0   -0.5000000
 1         -1          0    0.0000000
 1          0         -1    0.0000000

 0          1         -1    0.0000000
-1          1          0   -0.5000000
 0          1          0    0.0000000

 0         -1          1    0.0000000
 0          0          1    0.0000000
-1          0          1   -0.5000000

-1          1          0    0.0000000
 0          1          0   -0.5000000
 0          1         -1    0.0000000

 0          0         -1    0.0 
 0         -1          0    0.0 
-1          0          0    0.0 

 0          0          1    0.0000000
-1          0          1    0.0000000
 0         -1          1   -0.5000000

 1         -1          0   -0.5000000
 1          0         -1    0.0000000
 1          0          0    0.0000000

-1          0          1   -0.5000000
-1          1          0    0.0000000
-1          0          0    0.0000000

 0          1          0    0.0 
 0          0          1    0.0 
 1          0          0    0.0 

 1          0         -1    0.0000000
 0          0         -1    0.0000000
 0          1         -1   -0.5000000

 0         -1          0    0.0000000
 1         -1          0   -0.5000000
 0         -1          1    0.0000000

 0          0         -1    0.0000000
 0          1         -1    0.0000000
 1          0         -1   -0.5000000

-1          1          0   -0.5000000
-1          0          0    0.0000000
-1          0          1    0.0000000

 0          0          1    0.0 
 1          0          0    0.0 
 0          1          0    0.0 

 1         -1          0    0.0000000
 0         -1          1   -0.5000000
 0         -1          0    0.0000000

-1          0          0    0.0 
 0         -1          0    0.0 
 0          0         -1    0.0 

 0         -1          1    0.0000000
-1          0          1    0.0000000
 0          0          1   -0.5000000

 1          0          0   -0.5000000
 1          0         -1    0.0000000
 1         -1          0    0.0000000

 0          1         -1    0.0000000
 0          1          0   -0.5000000
-1          1          0    0.0000000

 0          1          0    0.0 
 1          0          0    0.0 
 0          0          1    0.0 

 1          0         -1    0.0000000
 0          1         -1    0.0000000
 0          0         -1   -0.5000000

 0         -1          0    0.0000000
 0         -1          1   -0.5000000
 1         -1          0    0.0000000

-1          0          1   -0.5000000
-1          0          0    0.0000000
-1          1          0    0.0000000

 1          0          0    0.0 
 0          0          1    0.0 
 0          1          0    0.0 

-1          0          0   -0.5000000
-1          1          0    0.0000000
-1          0          1    0.0000000

 0         -1          1    0.0000000
 1         -1          0   -0.5000000
 0         -1          0    0.0000000

 0          1         -1    0.0000000
 0          0         -1    0.0000000
 1          0         -1   -0.5000000

 1         -1          0    0.0000000
 0         -1          0   -0.5000000
 0         -1          1    0.0000000

 0          0          1    0.0 
 0          1          0    0.0 
 1          0          0    0.0 

 0          0         -1    0.0000000
 1          0         -1    0.0000000
 0          1         -1   -0.5000000

-1          1          0   -0.5000000
-1          0          1    0.0000000
-1          0          0    0.0000000

 1          0         -1   -0.5000000
 1         -1          0    0.0000000
 1          0          0    0.0000000

 0         -1          0    0.0 
 0          0         -1    0.0 
-1          0          0    0.0 

-1          0          1    0.0000000
 0          0          1    0.0000000
 0         -1          1   -0.5000000

 0          1          0    0.0000000
-1          1          0   -0.5000000
 0          1         -1    0.0000000

 0          0          1    0.0000000
 0         -1          1    0.0000000
-1          0          1   -0.5000000

 1         -1          0   -0.5000000
 1          0          0    0.0000000
 1          0         -1    0.0000000

 0          0         -1    0.0 
-1          0          0    0.0 
 0         -1          0    0.0 

-1          1          0    0.0000000
 0          1         -1   -0.5000000
 0          1          0    0.0000000
