36 46656 12833.0000 610.5840 2464.1700 2643.1300 1905.9600 874.0860 1818.8600 1835.0000 1509.3200 42346.8080 39480.5230 9783.1976 29340.7010 29200.4800 14004.4750 -2032.5460 -960.9140
48 110592 33474.0000 618.0360 2527.4900 2703.7500 1949.7600 2428.5600 3345.0500 3371.7000 3048.4400 43305.9960 40508.2240 9902.3817 53983.8920 53630.4860 38910.2000 -2085.7140 -943.1400
60 216000 65986.0000 530.2010 2504.9400 2672.5500 1902.5600 2780.3200 3270.1600 3295.6800 3115.3900 42780.1440 40171.8790 8494.7781 52776.3630 52418.8050 44545.5060 -2142.3490 -515.3600
72 373248 117265.0000 494.6730 2367.6500 2508.7100 1790.3400 3009.8700 3393.5100 3412.9500 3272.1100 40134.0230 37994.1870 7925.5930 54660.1470 54390.4390 48223.5070 -2014.0370 -403.0800
96 884736 287212.0000 483.6480 2348.6000 2461.0800 1764.4400 2981.2800 3474.4100 3489.1500 3314.9400 39356.7940 37702.0570 7748.8356 55896.0840 55672.0570 47765.4190 -1977.4320 -507.8700
120 1728000 562507.0000 487.4700 2386.4800 2483.1800 1785.7100 2965.9100 3516.3600 3528.7100 3336.9900 39712.6060 38308.0590 7810.1457 56530.7750 56343.5790 47519.1870 -1995.7100 -562.8000
