201.5933099 3523.0813
204.8197914 3417.252948
208.0462729 3307.544382
211.2727545 3195.130345
214.499236 3085.101394
217.7257175 2977.030349
220.952199 2865.719859
224.1786806 2755.370524
227.4051621 2671.292729
230.6316436 2595.651729
233.8581252 2519.690344
237.0846067 2443.194986
240.3110882 2368.08796
243.5375698 2293.034332
246.7640513 2216.058397
249.9905328 2140.470794
253.2170144 2084.373258
256.4434959 2031.532965
259.6699774 1975.649018
262.8964589 1921.206801
266.1229405 1866.550995
269.349422 1810.613651
272.5759035 1756.438422
275.8023851 1703.704924
279.0288666 1664.534376
282.2553481 1622.159981
285.4818297 1583.363215
288.7083112 1543.605294
291.9347927 1502.298848
295.1612742 1462.006954
298.3877558 1419.525764
301.6142373 1385.160985
304.8407188 1355.014604
308.0672004 1323.159505
311.2936819 1292.799535
314.5201634 1261.318218
317.746645 1231.438824
320.9731265 1199.957507
324.199608 1168.47619
327.4260896 1143.669553
330.6525711 1119.040907
333.8790526 1095.391215
337.1055341 1072.186501
340.3320157 1046.934885
343.5584972 1022.039252
346.7849787 998.5675511
350.0114603 973.9389055
353.2379418 954.4720125
356.4644233 937.5503974
359.6909049 916.6951709
362.9173864 898.0292394
366.1438679 878.4733506
369.3703495 859.6294277
372.596831 838.8275986
375.8233125 818.8267312
379.049794 805.8565266
382.2762756 788.6145269
385.5027571 774.5763735
388.7292386 756.9783909
391.9557202 740.9823314
395.1822017 725.2532591
398.4086832 707.1213021
400.1685822 700.5806194
