220.952199 4947.78464
223.5920476 4765.981592
226.0852378 4632.337802
229.4583776 4468.210612
233.2714922 4293.91801
236.7912902 4126.340052
240.6044047 3949.392835
244.270861 3778.20735
247.9373173 3604.76595
251.1637988 3474.48157
255.2702299 3336.975438
258.8266925 3220.587281
261.6131992 3131.096194
264.656358 3035.312255
268.4694725 2904.900483
272.0259351 2789.339985
274.9224356 2697.871556
277.8975029 2623.058145
281.3753986 2544.880839
285.4818297 2441.887252
288.9597253 2361.177382
291.494818 2303.87439
295.4545908 2209.121767
299.1000959 2119.588653
301.7608956 2073.656492
306.0139849 1997.332744
309.4848968 1936.998339
312.1736314 1892.524727
316.573379 1815.962462
320.0512746 1753.275499
322.9090154 1708.279439
326.2528235 1656.017652
329.9681659 1605.053826
332.4124701 1578.056681
336.5189011 1522.104261
339.7453827 1480.966907
342.825206 1443.729749
347.3716117 1383.874745
350.5980933 1347.231676
353.5801444 1316.762615
357.0510563 1285.870965
361.7441204 1237.369634
364.9706019 1202.506479
368.1970834 1174.140012
372.8901475 1130.088468
376.116629 1096.73824
379.587541 1071.690643
382.4229338 1052.288902
386.9693396 1013.953066
390.1958212 987.6779996
393.4223027 967.0096642
398.1153667 933.0146375
399.8752657 941.425238
