kgrid  kgrid**3  efermi_elec(eV)    nkt_elec  efermi_hole(eV)   nkt_hole
40     64000     -.018362328410150  8         .047131702303873  7
50     125000    -.018411278724660  8         .046964362263674  8
60     216000    -.018420666456213  8         .046982131898393  8
