303.05955249700804,1.1263808926257505e-30
306.3636702190032,1.1466797327288203e-30
313.5022118397457,1.189037739833189e-30
320.6403644406608,1.2371668560777011e-30
327.77835031879266,1.287769304810846e-30
334.8513893367326,1.3387436703925936e-30
342.054109040389,1.392134571568167e-30
349.19222459179673,1.4408133172545975e-30
356.33009932140646,1.493064654313498e-30
363.46752204702625,1.5520214705638029e-30
370.60544123604484,1.6036132522924012e-30
377.7430288319725,1.6601242175261692e-30
384.8808757744517,1.7127877766665084e-30
391.7591214499379,1.7641771152556173e-30
399.1563103128585,1.8219623010406155e-30
406.29386085927877,1.8790228957163024e-30
413.4315132918442,1.9345720094267133e-30
419.59539699544564,1.9892589058436796e-30
422.31164496052133,2.021589196404514e-30
