5391546954645633, 28.90036966698554
9790126615409790, 27.751080949877597
11808268051204232, 27.098281358823638
14242182949153310, 26.67785958652454
17178040304019140, 26.07395912818891
20719409532791756, 25.2993720481829
24990518635457040, 24.70424496982497
30142250616919550, 24.057526057295714
36356279512621710, 23.34284177136604
43851795333793160, 22.546841643483415
52893261633813420, 21.65971687738346
62408659703940010, 20.959335937909337
74373290079885700, 20.287138076241057
100146106959266940, 18.84120092645564
126672068270958030, 17.755704004466782
149589506146715600, 16.803462727648984
180437441734051000, 15.924049873453315
217650111344771740, 14.981490890033644
262535848732458000, 14.133151152458398
316677099808924300, 13.357072463335285
381989481371650560, 12.532286760469242
460772073404182800, 11.758430739801117
555808369451141600, 10.982409524636376
670439861034370200, 10.304256854296058
808741348510075400, 9.511323100368049
975574198565348400, 8.771442878119307
1176840657247407600, 8.030598389058122
1419665111604541400, 7.266089878321472
1712609477079855400, 6.5445961255702905
2065990231420732700, 5.910815452078178
2492287759380926500, 5.338410291205217
3006541949022999000, 4.825814819148122
3627011342385751000, 4.303452736462972
4375452989148222000, 3.8691076544992873
5278265938473309000, 3.5007707526251597
6367226524748511000, 3.1992798498486374
7680954572795384000, 2.9052379414763885
9265650288990368000, 2.6502201813217843
11177055313653369000, 2.441843953067596
13482710847158780000, 2.253939039633199
16263956482964722000, 2.0823828558447013
18800159833275515000, 1.964153629996344
31747766934944616000, 1.6023281659602224
35629324697756115000, 1.5339788273713064
40146448966655040000, 1.4454352050922075
67414135155385570000, 1.2976170115165957
80123622037903260000, 1.2861647948387644
97371034466428220000, 1.3019977564186305

