102955145205600590, 0.00002281439493346543
391766981974444900, 0.0000017168621008886572
536710657096209300, 0.0000011155520114235131
726497046574917200, 7.715805571510027e-7
1926846566972979700, 2.9846831658438055e-7
5528367804087376000, 9.875806943932272e-8
9415014243359758000, 4.0665544738521543e-8
12511501337125118000, 2.5134564829757373e-8
24923440250252292000, 6.009427598810962e-9
27776576325002480000, 3.856204956869187e-9
47587845999568270000, 1.510443475720473e-9
94834487784543270000, 4.4106718613651817e-10
