
 frequency_dependence   1

 band_index     1    58
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 48
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 =  0  1  0  1  0  0 -1 -1 -1
 mtrx03 = -1 -1 -1  0  0  1  0  1  0
 mtrx04 =  0  0  1 -1 -1 -1  1  0  0
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 = -1  0  0  0 -1  0  1  1  1
 mtrx07 =  0  0 -1  1  1  1  0 -1  0
 mtrx08 =  1  1  1  0  0 -1 -1  0  0
 mtrx09 = -1  0  0  0  0 -1  0 -1  0
 mtrx10 =  1  1  1  0 -1  0  0  0 -1
 mtrx11 =  0 -1  0  1  1  1 -1  0  0
 mtrx12 =  0  0 -1 -1  0  0  1  1  1
 mtrx13 = -1  0  0  1  1  1  0  0 -1
 mtrx14 =  0  0 -1  0 -1  0 -1  0  0
 mtrx15 =  0 -1  0  0  0 -1  1  1  1
 mtrx16 =  1  1  1 -1  0  0  0 -1  0
 mtrx17 = -1 -1 -1  0  1  0  1  0  0
 mtrx18 =  0  0  1  1  0  0  0  1  0
 mtrx19 =  1  0  0  0  0  1 -1 -1 -1
 mtrx20 =  0  1  0 -1 -1 -1  0  0  1
 mtrx21 =  0  0  1  0  1  0 -1 -1 -1
 mtrx22 = -1 -1 -1  1  0  0  0  0  1
 mtrx23 =  0  1  0  0  0  1  1  0  0
 mtrx24 =  1  0  0 -1 -1 -1  0  1  0
 mtrx25 = -1  0  0  0 -1  0  0  0 -1
 mtrx26 =  0 -1  0 -1  0  0  1  1  1
 mtrx27 =  1  1  1  0  0 -1  0 -1  0
 mtrx28 =  0  0 -1  1  1  1 -1  0  0
 mtrx29 =  0  1  0  1  0  0  0  0  1
 mtrx30 =  1  0  0  0  1  0 -1 -1 -1
 mtrx31 =  0  0  1 -1 -1 -1  0  1  0
 mtrx32 = -1 -1 -1  0  0  1  1  0  0
 mtrx33 =  1  0  0  0  0  1  0  1  0
 mtrx34 = -1 -1 -1  0  1  0  0  0  1
 mtrx35 =  0  1  0 -1 -1 -1  1  0  0
 mtrx36 =  0  0  1  1  0  0 -1 -1 -1
 mtrx37 =  1  0  0 -1 -1 -1  0  0  1
 mtrx38 =  0  0  1  0  1  0  1  0  0
 mtrx39 =  0  1  0  0  0  1 -1 -1 -1
 mtrx40 = -1 -1 -1  1  0  0  0  1  0
 mtrx41 =  1  1  1  0 -1  0 -1  0  0
 mtrx42 =  0  0 -1 -1  0  0  0 -1  0
 mtrx43 = -1  0  0  0  0 -1  1  1  1
 mtrx44 =  0 -1  0  1  1  1  0  0 -1
 mtrx45 =  0  0 -1  0 -1  0  1  1  1
 mtrx46 =  1  1  1 -1  0  0  0  0 -1
 mtrx47 =  0 -1  0  0  0 -1 -1  0  0
 mtrx48 = -1  0  0  1  1  1  0 -1  0
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1   -5.864405   -5.864405  -17.687049   13.834808   -7.783606  -11.635846  -10.502093   -6.998158   -6.623125   -7.782152  -11.634392   -6.996704   -6.622152    0.669211
   2    6.291635    6.291635  -12.735865    9.206690   -9.170459  -12.699634  -11.324732    4.916733    5.208408   -9.164545  -12.693720    4.922647    5.213068    0.787857
   3    6.291635    6.291635  -12.735865    9.206690   -9.170459  -12.699634  -11.324732    4.916733    5.208408   -9.164545  -12.693720    4.922647    5.213068    0.787857
   4    6.291635    6.291635  -12.735865    9.206690   -9.170459  -12.699634  -11.324732    4.916733    5.208408   -9.164545  -12.693720    4.922647    5.213068    0.787857
   5    8.867300    8.867300   -5.942221    4.171522   -8.703522  -10.474220  -10.119379    8.512459    8.590115   -8.698154  -10.468852    8.517827    8.594308    0.781154
   6    8.867300    8.867300   -5.942221    4.171522   -8.703522  -10.474220  -10.119379    8.512459    8.590115   -8.698154  -10.468852    8.517827    8.594308    0.781154
   7    8.867300    8.867300   -5.942221    4.171522   -8.703522  -10.474220  -10.119379    8.512459    8.590115   -8.698154  -10.468852    8.517827    8.594308    0.781154
   8    9.748723    9.748723   -6.128823    4.629772   -9.884900  -11.383951  -10.884821    9.249594    9.360948   -9.878948  -11.377999    9.255546    9.365572    0.776903
   9   14.088449   14.088449   -4.373320    3.215034   -9.052905  -10.211191  -10.154892   14.032150   14.045448   -9.044471  -10.202757   14.040584   14.051890    0.763798
  10   14.088449   14.088449   -4.373320    3.215034   -9.052905  -10.211191  -10.154892   14.032150   14.045448   -9.044471  -10.202757   14.040584   14.051890    0.763798
  11   14.099363   14.099363   -2.787861    2.133536   -7.861822   -8.516147   -8.178363   13.761580   13.838872   -7.857966   -8.512291   13.765436   13.841846    0.771178
  12   17.578294   17.578294   -2.365384    2.035269   -8.656074   -8.986189   -8.630268   17.222373   17.317032   -8.650524   -8.980639   17.227924   17.321106    0.734047
  13   17.578294   17.578294   -2.365384    2.035269   -8.656074   -8.986189   -8.630268   17.222373   17.317032   -8.650524   -8.980639   17.227924   17.321106    0.734047
  14   17.578294   17.578294   -2.365384    2.035269   -8.656074   -8.986189   -8.630268   17.222373   17.317032   -8.650524   -8.980639   17.227924   17.321106    0.734047
  15   21.564357   21.564357   -1.287349    1.030998   -7.557700   -7.814051   -7.149282   20.899589   21.106389   -7.554482   -7.810832   20.902807   21.108606    0.688913
  16   29.467926   29.467926   -2.167161    1.572996  -11.769940  -12.364105  -10.199353   27.303174   28.395415  -11.751524  -12.345689   27.321590   28.404539    0.495443
  17   29.467926   29.467926   -2.167161    1.572996  -11.769940  -12.364105  -10.199353   27.303174   28.395415  -11.751524  -12.345689   27.321590   28.404539    0.495443
  18   29.467926   29.467926   -2.167161    1.572996  -11.769940  -12.364105  -10.199353   27.303174   28.395415  -11.751524  -12.345689   27.321590   28.404539    0.495443
  19   30.588895   30.588895   -2.215137    1.012074  -12.090250  -13.293312  -10.816254   28.111837   28.699995  -12.067987  -13.271049   28.134101   28.716972    0.762558
  20   30.588895   30.588895   -2.215137    1.012074  -12.090250  -13.293312  -10.816254   28.111837   28.699995  -12.067987  -13.271049   28.134101   28.716972    0.762558
  21   31.746440   31.746440   -2.306023    0.522332  -11.407875  -13.191566  -10.600472   29.155346   30.122239  -11.390865  -13.174555   29.172356   30.132902    0.626840
  22   31.746440   31.746440   -2.306023    0.522332  -11.407875  -13.191566  -10.600472   29.155346   30.122239  -11.390865  -13.174555   29.172356   30.132902    0.626840
  23   31.746440   31.746440   -2.306023    0.522332  -11.407875  -13.191566  -10.600472   29.155346   30.122239  -11.390865  -13.174555   29.172356   30.132902    0.626840
  24   36.633297   36.633297   -2.142566   -0.464940   -7.751968  -10.359474  -10.102137   36.375960   36.390454   -7.741544  -10.349049   36.386385   36.400291    0.943678
  25   36.633297   36.633297   -2.142566   -0.464940   -7.751968  -10.359474  -10.102137   36.375960   36.390454   -7.741544  -10.349049   36.386385   36.400291    0.943678
  26   36.633297   36.633297   -2.142566   -0.464940   -7.751968  -10.359474  -10.102137   36.375960   36.390454   -7.741544  -10.349049   36.386385   36.400291    0.943678
  27   41.111137   41.111137   -1.344145   -0.055891  -10.549294  -11.949330   -9.812213   38.974020   39.314006  -10.521681  -11.921717   39.001632   39.337226    0.840914
  28   41.111137   41.111137   -1.344145   -0.055891  -10.549294  -11.949330   -9.812213   38.974020   39.314006  -10.521681  -11.921717   39.001632   39.337226    0.840914
  29   41.111137   41.111137   -1.344145   -0.055891  -10.549294  -11.949330   -9.812213   38.974020   39.314006  -10.521681  -11.921717   39.001632   39.337226    0.840914
  30   44.355756   44.355756   -1.155170   -0.144558   -7.400588   -8.700316   -8.316588   43.972028   44.009790   -7.391999   -8.691728   43.980617   44.017534    0.901592
  31   44.988564   44.988564   -1.156125   -0.019717   -9.743283  -10.919125   -9.431544   43.500983   43.607259   -9.716718  -10.892560   43.527547   43.631926    0.928558
  32   44.988564   44.988564   -1.156125   -0.019717   -9.743283  -10.919125   -9.431544   43.500983   43.607259   -9.716718  -10.892560   43.527547   43.631926    0.928558
  33   47.321274   47.321274   -1.132643   -0.104403   -7.849189   -9.086236   -9.129819   47.364858   47.364386   -7.831770   -9.068816   47.382277   47.381616    0.989172
  34   47.321274   47.321274   -1.132643   -0.104403   -7.849189   -9.086236   -9.129819   47.364858   47.364386   -7.831770   -9.068816   47.382277   47.381616    0.989172
  35   47.960969   47.960969   -1.221075   -0.178890   -8.633740  -10.033704   -9.412173   47.339438   47.318510   -8.617439  -10.017404   47.355739   47.335359    1.033673
  36   47.960969   47.960969   -1.221075   -0.178890   -8.633740  -10.033704   -9.412173   47.339438   47.318510   -8.617439  -10.017404   47.355739   47.335359    1.033673
  37   47.960969   47.960969   -1.221075   -0.178890   -8.633740  -10.033704   -9.412173   47.339438   47.318510   -8.617439  -10.017404   47.355739   47.335359    1.033673
  38   51.409301   51.409301   -1.324563   -0.172105   -5.604424   -7.101091   -9.529308   53.837518   53.311137   -5.590537   -7.087205   53.851405   53.322013    0.783223
  39   51.409301   51.409301   -1.324563   -0.172105   -5.604424   -7.101091   -9.529308   53.837518   53.311137   -5.590537   -7.087205   53.851405   53.322013    0.783223
  40   51.409301   51.409301   -1.324563   -0.172105   -5.604424   -7.101091   -9.529308   53.837518   53.311137   -5.590537   -7.087205   53.851405   53.322013    0.783223
  41   52.509887   52.509887   -1.182695   -0.131722   -6.086382   -7.400798   -9.009329   54.118418   55.913436   -6.073601   -7.388017   54.131199   55.940481    2.115937
  42   52.509887   52.509887   -1.182695   -0.131722   -6.086382   -7.400798   -9.009329   54.118418   55.913436   -6.073601   -7.388017   54.131199   55.940481    2.115937
  43   52.509887   52.509887   -1.182695   -0.131722   -6.086382   -7.400798   -9.009329   54.118418   55.913436   -6.073601   -7.388017   54.131199   55.940481    2.115937
  44   52.708540   52.708540   -1.299307   -0.124492   -6.356691   -7.780490   -9.662952   54.591002   54.195725   -6.343605   -7.767404   54.604088   54.206063    0.790021
  45   52.708540   52.708540   -1.299307   -0.124492   -6.356691   -7.780490   -9.662952   54.591002   54.195725   -6.343605   -7.767404   54.604088   54.206063    0.790021
  46   52.708540   52.708540   -1.299307   -0.124492   -6.356691   -7.780490   -9.662952   54.591002   54.195725   -6.343605   -7.767404   54.604088   54.206063    0.790021
  47   52.719368   52.719368   -2.021784   -0.313352   -4.079341   -6.414477  -11.069527   57.374417   56.375961   -4.059482   -6.394618   57.394276   56.391560    0.785511
  48   53.731419   53.731419   -1.176614   -0.137211   -6.562961   -7.876786   -9.163810   55.018444   54.435386   -6.550995   -7.864820   55.030410   54.441931    0.546973
  49   53.731419   53.731419   -1.176614   -0.137211   -6.562961   -7.876786   -9.163810   55.018444   54.435386   -6.550995   -7.864820   55.030410   54.441931    0.546973
  50   53.731419   53.731419   -1.176614   -0.137211   -6.562961   -7.876786   -9.163810   55.018444   54.435386   -6.550995   -7.864820   55.030410   54.441931    0.546973
  51   57.558595   57.558595   -0.897186   -0.068669   -5.553721   -6.519577   -8.456894   59.495912   59.450799   -5.542488   -6.508344   59.507145   59.461770    0.976714
  52   58.457533   58.457533   -0.862166   -0.065003   -6.935892   -7.863061   -8.586981   59.181453   60.201072   -6.920728   -7.847896   59.196618   60.237595    2.408468
  53   58.457533   58.457533   -0.862166   -0.065003   -6.935892   -7.863061   -8.586981   59.181453   60.201072   -6.920728   -7.847896   59.196618   60.237595    2.408468
  54   58.457533   58.457533   -0.862166   -0.065003   -6.935892   -7.863061   -8.586981   59.181453   60.201072   -6.920728   -7.847896   59.196618   60.237595    2.408468
  55   58.494692   58.494692   -0.662747   -0.038466   -7.017493   -7.718705   -7.940987   58.716974   58.905065   -7.006371   -7.707583   58.728096   58.925598    1.846186
  56   58.494692   58.494692   -0.662747   -0.038466   -7.017493   -7.718705   -7.940987   58.716974   58.905065   -7.006371   -7.707583   58.728096   58.925598    1.846186
  57   58.494692   58.494692   -0.662747   -0.038466   -7.017493   -7.718705   -7.940987   58.716974   58.905065   -7.006371   -7.707583   58.728096   58.925598    1.846186
  58   62.465208   62.465208   -0.668320   -0.045244   -6.442422   -7.155986   -7.813012   63.122234   62.965348   -6.432561   -7.146126   63.132094   62.972854    0.761218
 
       k =  0.000000  0.000000  0.125000 ik =   2 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1   -5.655376   -5.655376  -17.611130   13.714570   -7.790706  -11.687265  -10.517677   -6.824964   -6.438298   -7.789204  -11.685764   -6.823462   -6.437292    0.669400
   2    4.670327    4.670327  -12.900339    9.398949   -8.802640  -12.304030  -10.966545    3.332842    3.624475   -8.797742  -12.299132    3.337740    3.628305    0.781954
   3    5.996535    5.996535  -12.662502    9.157322   -9.044521  -12.549701  -11.202734    4.649568    4.936051   -9.038887  -12.544067    4.655202    4.940487    0.787313
   4    5.996535    5.996535  -12.662502    9.157322   -9.044521  -12.549701  -11.202734    4.649568    4.936051   -9.038887  -12.544067    4.655202    4.940487    0.787313
   5    8.806960    8.806960   -6.030719    4.247667   -8.840485  -10.623537  -10.223282    8.406704    8.493620   -8.835050  -10.618102    8.412140    8.497875    0.782850
   6    9.300123    9.300123   -5.930174    4.136459   -8.813233  -10.606948  -10.238141    8.931316    9.012749   -8.807545  -10.601259    8.937005    9.017181    0.779200
   7    9.300123    9.300123   -5.930174    4.136459   -8.813233  -10.606948  -10.238141    8.931316    9.012749   -8.807545  -10.601259    8.937005    9.017181    0.779200
   8   11.071983   11.071983   -5.913117    4.375193   -9.813287  -11.351210  -10.851555   10.572328   10.686728   -9.806697  -11.344621   10.578917   10.691808    0.771043
   9   13.576944   13.576944   -4.199363    3.008594   -8.721424   -9.912193   -9.838853   13.503603   13.520619   -8.713861   -9.904630   13.511166   13.526428    0.767983
  10   13.576944   13.576944   -4.199363    3.008594   -8.721424   -9.912193   -9.838853   13.503603   13.520619   -8.713861   -9.904630   13.511166   13.526428    0.767983
  11   14.920780   14.920780   -2.818872    2.235236   -8.198346   -8.781981   -8.415455   14.554254   14.641400   -8.193991   -8.777626   14.558609   14.644720    0.762237
  12   16.971857   16.971857   -2.327269    1.968118   -8.369544   -8.728695   -8.396064   16.639225   16.725111   -8.364520   -8.723671   16.644249   16.728838    0.741798
  13   18.780945   18.780945   -2.492369    2.303626   -9.218440   -9.407183   -9.011897   18.385658   18.496415   -9.211498   -9.400242   18.392600   18.501412    0.719807
  14   18.780945   18.780945   -2.492369    2.303626   -9.218440   -9.407183   -9.011897   18.385658   18.496415   -9.211498   -9.400242   18.392600   18.501412    0.719807
  15   22.855410   22.855410   -1.382955    1.125662   -8.118327   -8.375620   -7.540225   22.020015   22.295252   -8.113881   -8.371173   22.024461   22.298233    0.670531
  16   27.508603   27.508603   -2.401920    1.920822  -11.441956  -11.923054  -10.241087   25.826636   26.681710  -11.426701  -11.907799   25.841891   26.689210    0.491622
  17   27.508603   27.508603   -2.401920    1.920822  -11.441956  -11.923054  -10.241087   25.826636   26.681710  -11.426701  -11.907799   25.841891   26.689210    0.491622
  18   27.665999   27.665999   -2.370561    1.980932  -11.487045  -11.876675  -10.170257   25.959581   26.804146  -11.472227  -11.861857   25.974399   26.811630    0.505066
  19   30.238784   30.238784   -2.205221    1.261389  -12.014108  -12.957940  -10.609949   27.890793   28.720749  -11.993305  -12.937137   27.911596   28.734199    0.646525
  20   30.238784   30.238784   -2.205221    1.261389  -12.014108  -12.957940  -10.609949   27.890793   28.720749  -11.993305  -12.937137   27.911596   28.734199    0.646525
  21   32.382763   32.382763   -2.265851    0.314939  -11.241281  -13.192193  -10.635999   29.826570   30.572229  -11.222953  -13.173865   29.844898   30.585210    0.708293
  22   32.382763   32.382763   -2.265851    0.314939  -11.241281  -13.192193  -10.635999   29.826570   30.572229  -11.222953  -13.173865   29.844898   30.585210    0.708293
  23   33.285377   33.285377   -2.127053    0.170589  -11.007160  -12.963624  -10.532295   30.854047   31.308987  -10.986736  -12.943200   30.874471   31.325589    0.812884
  24   36.832265   36.832265   -2.146900   -0.420630   -7.838930  -10.406460  -10.129026   36.554831   36.549964   -7.828389  -10.395919   36.565372   36.560690    1.017543
  25   38.592355   38.592355   -1.948314   -0.351801   -8.660914  -10.961028  -10.205175   37.836502   37.609734   -8.645568  -10.945683   37.851847   37.629683    1.300015
  26   38.592355   38.592355   -1.948314   -0.351801   -8.660914  -10.961028  -10.205175   37.836502   37.609734   -8.645568  -10.945683   37.851847   37.629683    1.300015
  27   38.801035   38.801035   -1.460141   -0.106780   -9.948182  -11.515104   -9.606256   36.892187   37.401496   -9.926627  -11.493549   36.913742   37.417300    0.733185
  28   40.613267   40.613267   -1.351268   -0.115041  -10.126054  -11.592363   -9.714728   38.735632   39.053748  -10.100950  -11.567259   38.760737   39.074599    0.830576
  29   40.613267   40.613267   -1.351268   -0.115041  -10.126054  -11.592363   -9.714728   38.735632   39.053748  -10.100950  -11.567259   38.760737   39.074599    0.830576
  30   43.266256   43.266256   -1.264751   -0.136295   -9.220619  -10.621665   -9.381430   42.026021   42.399998   -9.199041  -10.600087   42.047599   42.415070    0.698463
  31   43.266256   43.266256   -1.264751   -0.136295   -9.220619  -10.621665   -9.381430   42.026021   42.399998   -9.199041  -10.600087   42.047599   42.415070    0.698463
  32   44.930151   44.930151   -1.143750   -0.155735   -7.672666   -8.972150   -8.501887   44.459887   44.314490   -7.662287   -8.961771   44.470266   44.328078    1.309183
  33   45.517999   45.517999   -1.307355   -0.204749   -7.235198   -8.747303   -9.279672   46.050368   45.984624   -7.221089   -8.733193   46.064477   45.996991    0.876507
  34   45.517999   45.517999   -1.307355   -0.204749   -7.235198   -8.747303   -9.279672   46.050368   45.984624   -7.221089   -8.733193   46.064477   45.996991    0.876507
  35   48.030766   48.030766   -1.189745   -0.138444   -7.920094   -9.248283   -9.265812   48.048295   48.045647   -7.903132   -9.231321   48.065257   48.060048    0.848956
  36   48.255197   48.255197   -1.194380   -0.138629   -8.015697   -9.348706   -9.286751   48.193241   48.179359   -7.999379   -9.332389   48.209559   48.199333    1.224056
  37   48.255197   48.255197   -1.194380   -0.138629   -8.015697   -9.348706   -9.286751   48.193241   48.179359   -7.999379   -9.332389   48.209559   48.199333    1.224056
  38   49.642138   49.642138   -1.298870   -0.169006   -6.473955   -7.941831   -9.378306   51.078613   50.727182   -6.462450   -7.930325   51.090118   50.735872    0.755352
  39   50.674239   50.674239   -1.519995   -0.205905   -5.990508   -7.716408  -10.013053   52.970884   57.295117   -5.974609   -7.700509   52.986783   57.340951    2.882847
  40   51.227309   51.227309   -1.199627   -0.138964   -7.352457   -8.691048   -9.250693   51.786953   51.753763   -7.336998   -8.675589   51.802413   51.768306    0.940694
  41   51.227309   51.227309   -1.199627   -0.138964   -7.352457   -8.691048   -9.250693   51.786953   51.753763   -7.336998   -8.675589   51.802413   51.768306    0.940694
  42   51.385753   51.385753   -1.236841   -0.125282   -6.884157   -8.246279   -9.496555   52.636029   52.468106   -6.867208   -8.229330   52.652978   52.482778    0.865691
  43   51.385753   51.385753   -1.236841   -0.125282   -6.884157   -8.246279   -9.496555   52.636029   52.468106   -6.867208   -8.229330   52.652978   52.482778    0.865691
  44   52.069339   52.069339   -1.146214   -0.142153   -6.468030   -7.756397   -8.913602   53.226545   53.466158   -6.455371   -7.743738   53.239203   53.481438    1.207062
  45   52.941725   52.941725   -1.098403   -0.109689   -6.244206   -7.452297   -8.865992   54.355420   53.948434   -6.231728   -7.439819   54.367897   53.957319    0.712112
  46   54.670523   54.670523   -1.108845   -0.113119   -7.069083   -8.291046   -9.189519   55.568996   55.395018   -7.053865   -8.275829   55.584214   55.407289    0.806363
  47   54.670523   54.670523   -1.108845   -0.113119   -7.069083   -8.291046   -9.189519   55.568996   55.395018   -7.053865   -8.275829   55.584214   55.407289    0.806363
  48   55.014551   55.014551   -1.466292   -0.204380   -5.710326   -7.380998   -9.910520   57.544073   57.617039   -5.691892   -7.362564   57.562507   57.636005    1.028846
  49   56.739870   56.739870   -0.936145   -0.081494   -6.018060   -7.035700   -8.620295   58.324465   58.270840   -6.005167   -7.022807   58.337358   58.283297    0.966159
  50   56.739870   56.739870   -0.936145   -0.081494   -6.018060   -7.035700   -8.620295   58.324465   58.270840   -6.005167   -7.022807   58.337358   58.283297    0.966159
  51   57.325998   57.325998   -1.163784   -0.103623   -6.701646   -7.969054   -9.423405   58.780349   58.402902   -6.687981   -7.955389   58.794014   58.413021    0.740471
  52   58.166439   58.166439   -0.896306   -0.071310   -5.819175   -6.786790   -8.500276   59.879926   59.898649   -5.806692   -6.774308   59.892408   59.911268    1.010927
  53   58.502184   58.502184   -1.044064   -0.076566   -6.805342   -7.925972   -9.150948   59.727161   59.860377   -6.790168   -7.910798   59.742334   59.877201    1.108750
  54   58.502184   58.502184   -1.044064   -0.076566   -6.805342   -7.925972   -9.150948   59.727161   59.860377   -6.790168   -7.910798   59.742334   59.877201    1.108750
  55   61.234552   61.234552   -0.733509   -0.041805   -6.519188   -7.294502   -8.298344   62.238394   62.077951   -6.504782   -7.280096   62.252801   62.090055    0.840171
  56   61.234552   61.234552   -0.733509   -0.041805   -6.519188   -7.294502   -8.298344   62.238394   62.077951   -6.504782   -7.280096   62.252801   62.090055    0.840171
  57   61.603841   61.603841   -0.919532   -0.067342   -6.764999   -7.751873   -8.774589   62.626557   62.510706   -6.750851   -7.737725   62.640705   62.523252    0.886723
  58   64.208473   64.208473   -0.857031   -0.051559   -6.879535   -7.788124   -8.734840   65.155189   64.980060   -6.864854   -7.773443   65.169870   64.992026    0.815015
 
       k =  0.000000  0.000000  0.250000 ik =   3 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1   -5.044642   -5.044642  -17.410221   13.459705   -7.862240  -11.812756  -10.570780   -6.286618   -5.887654   -7.860558  -11.811073   -6.284936   -5.886512    0.678766
   2    2.296959    2.296959  -13.909786   10.261715   -8.443048  -12.091120  -10.693309    0.899148    1.226054   -8.439160  -12.087231    0.903037    1.229033    0.766130
   3    5.518560    5.518560  -12.797894    9.278994   -8.943658  -12.462557  -11.104459    4.160462    4.451869   -8.938359  -12.457259    4.165760    4.456031    0.785429
   4    5.518560    5.518560  -12.797894    9.278994   -8.943658  -12.462557  -11.104459    4.160462    4.451869   -8.938359  -12.457259    4.165760    4.456031    0.785429
   5    8.320285    8.320285   -6.115575    4.291726   -8.776624  -10.600473  -10.182506    7.902317    7.991806   -8.771345  -10.595194    7.907597    7.995955    0.785896
   6    9.815531    9.815531   -5.580490    3.878538   -8.782314  -10.484266  -10.161509    9.492774    9.564480   -8.776446  -10.478398    9.498641    9.569044    0.777833
   7    9.815531    9.815531   -5.580490    3.878538   -8.782314  -10.484266  -10.161509    9.492774    9.564480   -8.776446  -10.478398    9.498641    9.569044    0.777833
   8   13.246944   13.246944   -4.848898    3.615824   -9.732366  -10.965441  -10.486891   12.768394   12.884576   -9.725401  -10.958475   12.775360   12.889850    0.757222
   9   13.524519   13.524519   -4.136211    2.924863   -8.707969   -9.919316   -9.791540   13.396743   13.426676   -8.700630   -9.911977   13.404082   13.432295    0.765739
  10   13.524519   13.524519   -4.136211    2.924863   -8.707969   -9.919316   -9.791540   13.396743   13.426676   -8.700630   -9.911977   13.404082   13.432295    0.765739
  11   15.201956   15.201956   -2.578809    2.026330   -8.059544   -8.612024   -8.294089   14.884022   14.961404   -8.055214   -8.607694   14.888352   14.964680    0.756609
  12   18.109737   18.109737   -2.728190    2.384181   -9.110336   -9.454344   -8.987708   17.643102   17.769441   -9.104065   -9.448074   17.649372   17.774013    0.729255
  13   21.055513   21.055513   -2.571445    2.424587  -10.072592  -10.219450   -9.646093   20.482157   20.663726  -10.062752  -10.209610   20.491997   20.670450    0.683322
  14   21.055513   21.055513   -2.571445    2.424587  -10.072592  -10.219450   -9.646093   20.482157   20.663726  -10.062752  -10.209610   20.491997   20.670450    0.683322
  15   24.280689   24.280689   -2.439096    2.400645  -10.920931  -10.959381   -9.852950   23.174259   23.585684  -10.909099  -10.947549   23.186090   23.593116    0.628151
  16   24.326439   24.326439   -2.576491    2.747686  -10.977885  -10.806690   -9.846725   23.366474   23.732869  -10.966903  -10.795709   23.377455   23.739659    0.618325
  17   24.326439   24.326439   -2.576491    2.747686  -10.977885  -10.806690   -9.846725   23.366474   23.732869  -10.966903  -10.795709   23.377455   23.739659    0.618325
  18   26.359587   26.359587   -1.558174    0.553823   -8.485526   -9.489877   -8.094132   24.963842   25.592610   -8.479567   -9.483919   24.969800   25.595884    0.549511
  19   30.405511   30.405511   -2.184354    1.087933  -11.958060  -13.054480  -10.602722   27.953754   28.867313  -11.936870  -13.033290   27.974944   28.880607    0.627386
  20   30.405511   30.405511   -2.184354    1.087933  -11.958060  -13.054480  -10.602722   27.953754   28.867313  -11.936870  -13.033290   27.974944   28.880607    0.627386
  21   32.788999   32.788999   -2.289532    0.178841  -11.266457  -13.377148  -10.717535   30.129386   30.660555  -11.247510  -13.358202   30.148332   30.675718    0.800283
  22   32.788999   32.788999   -2.289532    0.178841  -11.266457  -13.377148  -10.717535   30.129386   30.660555  -11.247510  -13.358202   30.148332   30.675718    0.800283
  23   34.139043   34.139043   -2.097623    0.245087  -10.792882  -12.645419  -10.618720   32.112344   32.614880  -10.769576  -12.622112   32.135651   32.632407    0.752042
  24   35.689805   35.689805   -1.557885   -0.130019   -9.453513  -11.141417   -9.317665   33.866052   34.320841   -9.438115  -11.126018   33.881451   34.332399    0.750631
  25   37.396757   37.396757   -2.168844   -0.380949   -7.910789  -10.460582  -10.222783   37.158958   37.174963   -7.899866  -10.449659   37.169881   37.185151    0.932694
  26   38.590825   38.590825   -1.501210   -0.151274   -8.948350  -10.600834   -9.405277   37.395267   37.353138   -8.934165  -10.586649   37.409453   37.367823    1.035238
  27   38.590825   38.590825   -1.501210   -0.151274   -8.948350  -10.600834   -9.405277   37.395267   37.353138   -8.934165  -10.586649   37.409453   37.367823    1.035238
  28   39.854071   39.854071   -1.357821   -0.112741   -9.522889  -10.993451   -9.406747   38.267367   38.588133   -9.502301  -10.972864   38.287954   38.604558    0.797841
  29   39.854071   39.854071   -1.357821   -0.112741   -9.522889  -10.993451   -9.406747   38.267367   38.588133   -9.502301  -10.972864   38.287954   38.604558    0.797841
  30   41.052992   41.052992   -1.470217   -0.214024   -9.204989  -10.889230   -9.714504   39.878266   40.117244   -9.184638  -10.868880   39.898616   40.133454    0.796567
  31   41.052992   41.052992   -1.470217   -0.214024   -9.204989  -10.889230   -9.714504   39.878266   40.117244   -9.184638  -10.868880   39.898616   40.133454    0.796567
  32   45.072181   45.072181   -1.031766   -0.175522   -7.768725   -8.976013   -8.414845   44.511013   44.520183   -7.757741   -8.965029   44.521998   44.530988    0.983660
  33   45.193117   45.193117   -1.130514   -0.174105   -7.127316   -8.431935   -8.583096   45.344278   45.391761   -7.117015   -8.421635   45.354579   45.405297    1.314120
