  0.000000000  0.000000000  0.000000000      58
       1       1   -5.864404830   -6.623124695
       1       2    6.291635248    5.208408390
       1       3    6.291635248    5.208408390
       1       4    6.291635248    5.208408390
       1       5    8.867300100    8.590114529
       1       6    8.867300100    8.590114529
       1       7    8.867300100    8.590114529
       1       8    9.748723312    9.360948066
       1       9   14.088448666   14.045447688
       1      10   14.088448666   14.045447688
       1      11   14.099363357   13.838872346
       1      12   17.578294343   17.317031702
       1      13   17.578294343   17.317031702
       1      14   17.578294343   17.317031702
       1      15   21.564357239   21.106389167
       1      16   29.467925800   28.395414740
       1      17   29.467925800   28.395414740
       1      18   29.467925800   28.395414740
       1      19   30.588895185   28.699994539
       1      20   30.588895185   28.699994539
       1      21   31.746440038   30.122238775
       1      22   31.746440038   30.122238775
       1      23   31.746440038   30.122238775
       1      24   36.633297237   36.390454126
       1      25   36.633297237   36.390454126
       1      26   36.633297237   36.390454126
       1      27   41.111136568   39.314005861
       1      28   41.111136568   39.314005861
       1      29   41.111136568   39.314005861
       1      30   44.355756260   44.009790258
       1      31   44.988563654   43.607258907
       1      32   44.988563654   43.607258907
       1      33   47.321274391   47.364385594
       1      34   47.321274391   47.364385594
       1      35   47.960968976   47.318509801
       1      36   47.960968976   47.318509801
       1      37   47.960968976   47.318509801
       1      38   51.409301409   53.311136665
       1      39   51.409301409   53.311136665
       1      40   51.409301409   53.311136665
       1      41   52.509887121   55.913436332
       1      42   52.509887121   55.913436332
       1      43   52.509887121   55.913436332
       1      44   52.708540259   54.195725240
       1      45   52.708540259   54.195725240
       1      46   52.708540259   54.195725240
       1      47   52.719367780   56.375960624
       1      48   53.731419404   54.435386413
       1      49   53.731419404   54.435386413
       1      50   53.731419404   54.435386413
       1      51   57.558595087   59.450798560
       1      52   58.457532677   60.201071878
       1      53   58.457532677   60.201071878
       1      54   58.457532677   60.201071878
       1      55   58.494692172   58.905065261
       1      56   58.494692172   58.905065261
       1      57   58.494692172   58.905065261
       1      58   62.465208264   62.965347770
  0.000000000  0.000000000  0.125000000      58
       1       1   -5.655375544   -6.438297562
       1       2    4.670326924    3.624475122
       1       3    5.996534795    4.936050807
       1       4    5.996534795    4.936050807
       1       5    8.806959824    8.493619605
       1       6    9.300122862    9.012748639
       1       7    9.300122862    9.012748639
       1       8   11.071983302   10.686727709
       1       9   13.576943678   13.520619409
       1      10   13.576943678   13.520619409
       1      11   14.920780131   14.641400249
       1      12   16.971856516   16.725111137
