kgrid  kgrid**3  efermi_elec(eV)    nkt_elec  efermi_hole(eV)   nkt_hole
40     64000     -.140452645719052  12        .168154537677752  12
50     125000    -.140351019799696  12        .167849808931358  12
60     216000    -.140347033739096  12        .167824104428302  12
