kgrid  kgrid**3  efermi_elec(eV)    nkt_elec  efermi_hole(eV)   nkt_hole
40     64000     -.037793107330791  8         .066046379506589  8
50     125000    -.037777200341226  8         .065808892250064  8
60     216000    -.037783533334728  8         .065805912017822  8
