 # egap(eV) auger_ceof(cm6s-1) eta_im=0.001(eV) eta_im=0.002(eV) eta_im=0.004(eV) eta_im=0.010(eV) eta_im=0.020(eV) eta_im=0.040(eV (gaussian_eta=0.100eV)
 1.0201874000  0.345358478087E-30  0.345358890122E-30  0.345358591372E-30  0.345348713215E-30  0.345302320770E-30  0.345097481686E-30
 1.0301874000  0.311651263365E-30  0.311651324857E-30  0.311650477082E-30  0.311640168432E-30  0.311597113443E-30  0.311414137052E-30
 1.0401874000  0.276119106469E-30  0.276118984912E-30  0.276117923611E-30  0.276108194954E-30  0.276070174108E-30  0.275912495819E-30
 1.0501874000  0.241961143634E-30  0.241960938458E-30  0.241959850168E-30  0.241951162472E-30  0.241918614945E-30  0.241785878366E-30
 1.0601874000  0.211628253932E-30  0.211627997031E-30  0.211626924765E-30  0.211619240861E-30  0.211591550728E-30  0.211480449426E-30
 1.0701874000  0.186745932109E-30  0.186745606596E-30  0.186744491583E-30  0.186737435166E-30  0.186713308941E-30  0.186618762097E-30
 1.0801874000  0.168242417661E-30  0.168241985815E-30  0.168240726519E-30  0.168233784303E-30  0.168211671303E-30  0.168127976070E-30
 1.0901874000  0.156414596943E-30  0.156414026591E-30  0.156412533759E-30  0.156405238741E-30  0.156383696876E-30  0.156305485170E-30
 1.1001874000  0.150852193259E-30  0.150851474452E-30  0.150849706466E-30  0.150841760065E-30  0.150819712904E-30  0.150742665461E-30
 1.1101874000  0.150354021743E-30  0.150353169992E-30  0.150351141309E-30  0.150342454384E-30  0.150319311804E-30  0.150240595153E-30
 1.1201874000  0.153038334973E-30  0.153037381991E-30  0.153035146110E-30  0.153025799742E-30  0.153001432195E-30  0.152919795742E-30
 1.1301874000  0.156734529837E-30  0.156733506824E-30  0.156731123168E-30  0.156721271794E-30  0.156695857197E-30  0.156611358606E-30
 1.1401874000  0.159543393359E-30  0.159542314636E-30  0.159539814592E-30  0.159529574323E-30  0.159503379275E-30  0.159416824997E-30
 1.1501874000  0.160315619630E-30  0.160314474557E-30  0.160311842886E-30  0.160301216345E-30  0.160274406265E-30  0.160186730198E-30
 1.1601874000  0.158819623585E-30  0.158818381380E-30  0.158815563163E-30  0.158804438749E-30  0.158777004824E-30  0.158688853158E-30
 1.1701874000  0.155536728392E-30  0.155535354633E-30  0.155532286313E-30  0.155520515631E-30  0.155492351470E-30  0.155404039607E-30
 1.1801874000  0.151226404094E-30  0.151224881980E-30  0.151221533167E-30  0.151209050787E-30  0.151180133114E-30  0.151091935879E-30
 1.1901874000  0.146515476461E-30  0.146513823217E-30  0.146510229875E-30  0.146497155770E-30  0.146467724759E-30  0.146380272781E-30
 1.2001874000  0.141716167324E-30  0.141714437962E-30  0.141710710671E-30  0.141697381011E-30  0.141668011606E-30  0.141582508816E-30
 1.2101874000  0.136909603196E-30  0.136907879226E-30  0.136904181064E-30  0.136891085529E-30  0.136862595182E-30  0.136780680268E-30
 1.2201874000  0.132162292948E-30  0.132160660176E-30  0.132157162221E-30  0.132144809712E-30  0.132118032021E-30  0.132041316496E-30
 1.2301874000  0.127683131418E-30  0.127681655678E-30  0.127678488048E-30  0.127667256549E-30  0.127642780136E-30  0.127572285678E-30
 1.2401874000  0.123803629904E-30  0.123802340413E-30  0.123799558758E-30  0.123789592925E-30  0.123767584579E-30  0.123703366339E-30
 1.2501874000  0.120806012123E-30  0.120804898753E-30  0.120802479092E-30  0.120793677199E-30  0.120773868184E-30  0.120715017592E-30
 1.2601874000  0.118729047246E-30  0.118728071757E-30  0.118725933779E-30  0.118718024273E-30  0.118699860036E-30  0.118644886794E-30
 1.2701874000  0.117287593229E-30  0.117286708404E-30  0.117284754753E-30  0.117277422188E-30  0.117260299180E-30  0.117207705487E-30
 1.2801874000  0.115961845968E-30  0.115961013571E-30  0.115959166491E-30  0.115952167344E-30  0.115935645567E-30  0.115884424082E-30
 1.2901874000  0.114210141881E-30  0.114209342012E-30  0.114207562197E-30  0.114200782485E-30  0.114184685116E-30  0.114134531612E-30
 1.3001874000  0.111697231459E-30  0.111696461142E-30  0.111694744403E-30  0.111688185676E-30  0.111672562316E-30  0.111623752102E-30
 1.3101874000  0.108432625352E-30  0.108431889909E-30  0.108430249010E-30  0.108423966520E-30  0.108408965761E-30  0.108362007640E-30
 1.3201874000  0.104765346297E-30  0.104764649972E-30  0.104763094916E-30  0.104757130763E-30  0.104742863082E-30  0.104698129096E-30
 1.3301874000  0.101247484408E-30  0.101246825521E-30  0.101245353183E-30  0.101239699912E-30  0.101226159279E-30  0.101183661642E-30
 1.3401874000  0.984280759973E-31  0.984274480467E-31  0.984260442373E-31  0.984206497688E-31  0.984077177478E-31  0.983671014958E-31
 1.3501874000  0.966557447913E-31  0.966551412679E-31  0.966537907261E-31  0.966485913543E-31  0.966361020807E-31  0.965968122819E-31
 1.3601874000  0.959553703398E-31  0.959547895442E-31  0.959534863262E-31  0.959484438626E-31  0.959362658792E-31  0.958977858013E-31
 1.3701874000  0.960134413359E-31  0.960128884406E-31  0.960116408925E-31  0.960067643864E-31  0.959948594947E-31  0.959569130580E-31
 1.3801874000  0.962719401629E-31  0.962714257750E-31  0.962702543149E-31  0.962655986521E-31  0.962540370833E-31  0.962166847778E-31
 1.3901874000  0.960993032325E-31  0.960988394543E-31  0.960977689336E-31  0.960934138416E-31  0.960823456737E-31  0.960459515132E-31
 1.4001874000  0.949834546108E-31  0.949830504305E-31  0.949821006653E-31  0.949781203008E-31  0.949677181073E-31  0.949328101421E-31
